                  id                  |            name             
 82b08233-fccb-4bb0-8cff-1b1a8de0b6fa | Tennessee Tech
 650b7abf-f364-4f4d-8ac5-49c0667280f5 | Texas
 b3a176b3-1106-49c0-bb61-66d6056d1b14 | Texas A&M
 04103521-62a2-4dce-8821-70b4df65d4b3 | Texas A&M Corpus Christi
 4fba942e-2aec-4093-8963-7c09bdbfbb63 | Texas Christian
 75ca20e2-fbaa-4942-b67f-48b208d916b8 | Texas El Paso
 edf5ace1-a325-4075-b31e-95e0166c5e91 | Texas Rio Grande Valley
 ecceb9db-ff62-48c6-9bef-3be19ff20c0a | Texas Southern
 cd1eae46-aadb-46b0-9870-223ea7ee30e5 | Texas State
 228cd1b4-b0f9-4d0b-ab09-376c09adf054 | Texas Tech
 58cadc42-2015-4f88-88a5-6650fc1764a4 | The Citadel
 35c27354-e9fd-4965-a518-63ece5b206ae | Toledo
 4d7f4429-5e91-4afb-9d6d-00a0b8a12269 | Towson
 abc4eada-6292-409d-912a-2a50629649eb | Troy
 99538c03-509b-4a12-a9a9-56739a50d0b6 | Tulane
 35406d0f-3662-4eda-b813-edb4ddda18c8 | Tulsa
 ed94ab19-b629-48b7-a6c4-e3d70b617d47 | UC Davis
 33b8f619-eafd-434a-873a-27c1488488fa | UC Irvine
 48f58feb-7880-464c-b150-f90879e76b7d | UC Riverside
 c4c67882-a79e-4c2e-a257-588a07c3763a | UC San Diego
 63620a68-803e-46ea-ab89-4ba5eee1b7d1 | UC Santa Barbara
 dc894291-5e88-4284-a845-b7ec34d9a358 | UCF
 cfa4da69-12d7-41d9-be0e-8ec5b5405690 | UCLA
 7976c00f-8b60-4e6d-b647-f6d625cc63c6 | UConn
 ada653b2-7e8e-4558-b22d-dc1118c106a7 | UMBC
 a27d9106-9ce1-48c2-9610-ce8e2d9ab9b0 | UMKC
 0fe932a1-2ad6-4c11-9511-22e5bf200a7e | UNC Asheville
 35077b2d-16a6-48b4-ab70-3b974971e8a5 | UNC Greensboro
 e8865085-61dd-4971-9144-12c6ed47f816 | UNC Wilmington
 43f7ffd3-911a-4040-9c40-1c99a4307cea | UNLV
 60bd5794-76cb-4d47-80a0-fa99455bb812 | USC
 5a40aaa6-73ef-4ada-bf04-4422a63f53f8 | USC Upstate
 016f828a-1efb-4078-9c21-26d6cc81c50b | UTEP
 64a884be-82a9-4efe-9408-38b574a2a36a | UTSA
 a9276409-4ce2-43d5-860c-9f62ac5f2bb8 | Utah
 34a8fdfb-796d-4342-9aca-e2f3431e0bd7 | Utah State
 2be06154-262f-4703-b2f4-4eb3f4dcb30b | Utah Tech
 16292cd5-c086-4c1a-ad71-1424b85af4a6 | Utah Valley
 30a6555b-81cb-4bc9-9e1e-f7a63f1beca1 | VCU
 b8cc3da1-bf11-482b-a50d-f28fde68f2d5 | Valparaiso
 580344ec-5a4e-4913-9629-97c0435e3e13 | Vanderbilt
 6af115a5-6575-492d-915f-101d6a842509 | Vermont
 5b6509c1-3cb3-48c7-8b0d-1fc8d8465b9e | Villanova
 cd6ecb25-d04a-4207-ba12-5fdb45c11c14 | Virginia
 9a26cbe8-42af-4ea4-9aee-b2f0a56f6ebe | Virginia Commonwealth
 343177f0-c3ac-480d-bce7-eec3186af7a6 | Virginia Military Institute
 b9b66a54-c5e1-47d7-b1a1-99d8b3607ec8 | Virginia Tech
 c70d293a-030b-459d-8e85-dfadb7e37b5c | Wagner
 73798b15-a1e2-4568-8f44-2e4f4066df7b | Wake Forest
 84f178a4-61fd-4de9-8c3f-73aad95617c1 | Washington
 cd2d87f2-c4c1-46e1-a2b4-0fe01a53a8ab | Washington State
 bd6fcfcb-339d-4c3b-bf6c-c4547c4c2806 | Weber State
 37ca921f-b5f8-45b5-9532-add3143cf624 | West Georgia
 ffac6eaa-dac2-496f-9a61-2c6fbbbe523c | West Virginia
 4d4a44bf-2fce-4b5b-8bb0-a307d87f6a70 | Western Carolina
 2093b0cd-c124-4a3c-9b76-5d538eb47039 | Western Illinois
 a7da19da-d1ec-4ba4-a1f4-b08b10d44e96 | Western Kentucky
 a26982b3-0542-4c38-9dd4-cb87fe39d2bf | Western Michigan
 f163e778-a61d-402f-9c33-4de6e618bc23 | Wichita State
 00a266e0-7f9f-4897-904b-20ccf5c84ea6 | William & Mary
 b94fbc02-7d09-45a3-899f-a9fc5511df14 | Winthrop
 26717321-2c0f-4798-b1b2-07b1ea7f6264 | Wisconsin
 e32ff6df-c4c7-47cb-8fd5-09bab41f860f | Wisconsin Green Bay
 81104249-35f5-44cc-9607-578303489bc5 | Wisconsin Milwaukee
 075aa171-a46f-48a1-adf3-455cb8f58c9d | Wofford
 39917e19-cbe2-43c4-bc24-beba6ff38600 | Wright St.
 f52bac0a-2e07-45b7-99b8-834459e77fe0 | Wright State
 7e037b92-aa55-454e-b5b7-d51f8dec0647 | Wyoming
 aae9cfb4-5d53-4439-a414-e73857f96db6 | Xavier
 f4bfe161-63f7-4f5e-839e-533ed4b5175c | Yale
 cb55e4be-ad0c-4148-a4fd-6eb00573f592 | Youngstown State
(367 rows)

