Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
114,Marshall 13,CUSA,5.39,109.3,103.9,74.8
115,Wyoming,MWC,5.11,105.9,100.8,73.4
116,Toledo,MAC,5.02,114.1,109.0,68.4
117,Georgia Tech,ACC,5.02,103.9,98.9,66.1
118,Saint Joseph's,A10,5.01,105.7,100.7,70.4
119,Minnesota,B10,4.98,109.0,104.0,69.7
120,College of Charleston 13,CAA,4.73,109.9,105.1,64.6
121,UC Santa Barbara,BW,4.72,111.9,107.2,66.6
122,Missouri St.,MVC,4.53,108.5,104.0,65.4
123,San Diego,WCC,4.32,104.7,100.4,66.9
124,Northern Iowa,MVC,4.22,103.3,99.1,62.6
125,Idaho,BSky,3.76,109.5,105.8,65.5
126,Bradley,MVC,3.72,104.5,100.8,65.7
127,Penn 16,Ivy,3.69,103.5,99.8,68.8
128,UC Davis 7,BW,3.63,104.7,101.1,66.4
129,Eastern Washington,BSky,3.50,108.3,104.8,66.1
130,Canisius,MAAC,3.46,107.8,104.3,68.6
131,UT Arlington,SB,3.44,105.8,102.4,72.7
132,Florida Gulf Coast 7,ASun,3.41,108.3,104.9,71.2
133,Rutgers,B10,2.92,99.4,96.5,65.9
134,Iona 15,MAAC,2.86,110.2,107.4,70.6
135,Wright St. 14,Horz,2.81,101.0,98.2,68.2
136,Utah St.,MWC,2.67,107.5,104.9,66.7
137,Southern Illinois,MVC,2.61,106.3,103.7,66.5
138,Evansville,MVC,2.61,99.5,96.9,65.6
139,UC Irvine,BW,2.51,100.5,98.0,66.8
140,Rider 6,MAAC,2.48,109.3,106.8,73.5
141,San Francisco,WCC,2.32,103.1,100.8,66.5
142,VCU,A10,2.30,106.4,104.1,70.8
143,Indiana St.,MVC,2.19,104.8,102.6,69.9
144,Eastern Michigan,MAC,2.17,103.4,101.2,64.5
145,Harvard 7,Ivy,2.13,101.4,99.3,65.4
146,Saint Louis,A10,2.12,102.4,100.3,64.0
147,Illinois St.,MVC,2.07,105.8,103.7,68.8
148,Mercer,SC,1.86,112.0,110.2,63.8
149,Jacksonville St.,OVC,1.82,102.1,100.3,65.8
150,Georgia Southern,SB,1.77,106.3,104.5,68.8
151,Valparaiso,MVC,1.59,103.2,101.6,69.6
152,Albany,AE,1.37,107.2,105.9,66.1
153,Cal St. Fullerton 15,BW,1.34,105.0,103.6,69.5
154,Louisiana Tech,CUSA,1.19,106.9,105.7,67.3
155,Wofford,SC,1.11,108.7,107.6,65.9
156,Weber St.,BSky,1.05,107.1,106.0,67.5
157,La Salle,A10,1.05,105.1,104.1,68.8
158,Towson,CAA,1.01,106.1,105.1,67.8
159,Drake,MVC,0.98,106.3,105.3,68.1
160,Memphis,Amer,0.95,107.9,106.9,66.5
161,Hofstra,CAA,0.80,111.2,110.4,68.8
162,Winthrop,BSth,0.79,106.3,105.5,71.6
163,Portland St.,BSky,0.77,108.6,107.9,74.7
164,Fort Wayne,Sum,0.58,108.1,107.6,72.5
165,Lipscomb 15,ASun,0.38,103.8,103.4,74.8
166,Pacific,WCC,0.32,107.2,106.9,66.2
167,Tulane,Amer,0.18,107.2,107.0,68.9
168,Central Michigan,MAC,0.08,109.1,109.0,67.2
169,Dayton,A10,0.08,108.6,108.6,66.1
170,Radford 16,BSth,-0.02,103.6,103.6,62.7
171,William & Mary,CAA,-0.12,115.4,115.5,69.9
172,Wagner 8,NEC,-0.14,103.8,103.9,67.3
173,North Dakota St.,Sum,-0.14,105.4,105.6,66.4
174,Ball St.,MAC,-0.23,103.6,103.8,69.8
175,Connecticut,Amer,-0.26,105.3,105.5,66.9
176,UTSA,CUSA,-0.31,105.3,105.6,71.5
177,Troy,SB,-0.38,106.4,106.8,68.2
178,Oakland,Horz,-0.78,107.3,108.1,70.2
179,Liberty,BSth,-0.79,104.5,105.3,63.0
180,Richmond,A10,-0.80,107.6,108.4,67.9
181,Monmouth,MAAC,-1.09,103.9,105.0,69.9
182,Washington St.,P12,-1.43,108.8,110.2,68.2
183,Nicholls St.,Slnd,-1.55,103.6,105.2,73.4
184,UMBC 16,AE,-1.99,103.3,105.3,68.1
185,North Texas,CUSA,-2.10,103.2,105.3,66.2
186,Long Beach St.,BW,-2.19,106.5,108.7,71.7
187,Western Michigan,MAC,-2.20,106.5,108.7,67.7
188,Seattle,WAC,-2.30,104.4,106.7,67.2
189,Austin Peay,OVC,-2.30,105.2,107.5,68.7
190,Southeastern Louisiana 8,Slnd,-2.36,103.4,105.8,65.6
191,Princeton,Ivy,-2.46,105.6,108.1,64.4
192,UNC Asheville 8,BSth,-2.49,105.8,108.3,69.1
193,Miami OH,MAC,-2.56,99.4,101.9,66.6
194,George Washington,A10,-2.70,103.7,106.4,65.7
195,Ohio,MAC,-3.00,100.8,103.8,71.2
196,Hawaii,BW,-3.11,99.6,102.7,67.8
197,Yale,Ivy,-3.20,104.0,107.2,68.7
198,Tennessee St.,OVC,-3.37,97.8,101.2,65.5
199,Niagara,MAAC,-3.54,110.6,114.1,73.3
200,Duquesne,A10,-3.56,104.9,108.5,66.2
201,Central Arkansas,Slnd,-3.57,106.1,109.7,72.6
202,Lamar,Slnd,-3.61,102.2,105.8,67.5
203,Illinois Chicago,Horz,-3.69,100.8,104.5,71.9
204,St. Francis PA,NEC,-3.73,107.5,111.2,68.0
205,Milwaukee,Horz,-3.76,100.1,103.9,65.6
206,Denver,Sum,-3.93,103.0,106.9,66.4
207,Massachusetts,A10,-4.04,106.7,110.8,66.3
208,Appalachian St.,SB,-4.04,103.7,107.8,70.0
209,Coastal Carolina,SB,-4.07,102.1,106.2,67.7
210,Colgate,Pat,-4.14,105.3,109.4,66.2
211,Fairfield,MAAC,-4.22,102.4,106.6,70.4
212,Sam Houston St.,Slnd,-4.44,102.1,106.6,66.6
213,Kent St.,MAC,-4.55,102.4,106.9,68.6
214,Saint Peter's,MAAC,-4.84,95.9,100.8,62.5
215,Manhattan,MAAC,-4.85,99.6,104.5,65.7
216,Southern Miss,CUSA,-4.89,105.7,110.6,65.4
217,Tennessee Tech,OVC,-5.13,98.8,103.9,70.8
218,Hartford,AE,-5.13,103.0,108.2,66.5
219,George Mason,A10,-5.17,102.4,107.6,69.0
220,South Alabama,SB,-5.30,97.2,102.5,70.2
221,Loyola Marymount,WCC,-5.40,107.9,113.3,66.8
222,Idaho St.,BSky,-5.45,103.6,109.1,68.1
223,Louisiana Monroe,SB,-5.49,101.1,106.6,65.8
224,Colorado St.,MWC,-5.54,103.0,108.5,69.5
225,Stony Brook,AE,-5.60,96.9,102.5,68.3
226,Pittsburgh,ACC,-5.61,99.2,104.8,65.0
227,Campbell,BSth,-5.61,104.8,110.4,67.9
228,Texas St.,SB,-5.66,100.1,105.8,62.6
229,Navy,Pat,-5.79,98.9,104.7,65.3
230,Oral Roberts,Sum,-6.01,106.3,112.3,65.2
231,Mount St. Mary's,NEC,-6.10,104.1,110.2,64.6
232,Air Force,MWC,-6.11,100.9,107.0,65.9
233,North Dakota,BSky,-6.15,103.4,109.6,71.4
234,Columbia,Ivy,-6.16,107.5,113.7,69.9
235,FIU,CUSA,-6.19,98.3,104.5,68.9
236,James Madison,CAA,-6.21,101.5,107.7,67.8
237,Bowling Green,MAC,-6.23,102.4,108.6,70.0
238,Lehigh,Pat,-6.26,106.0,112.3,70.7
239,Cal St. Bakersfield,WAC,-6.28,97.9,104.1,65.3
240,High Point,BSth,-6.62,100.4,107.0,65.8
241,California,P12,-6.77,98.7,105.5,68.6
242,Florida Atlantic,CUSA,-7.00,95.8,102.8,69.2
243,UTEP,CUSA,-7.20,97.9,105.1,67.6
244,Southern Utah,BSky,-7.43,102.7,110.1,71.7
245,Robert Morris,NEC,-7.47,95.2,102.7,69.2
246,Hampton 8,MEAC,-7.58,101.7,109.3,71.6
247,Charleston Southern,BSth,-7.60,99.6,107.2,66.4
248,UNC Wilmington,CAA,-7.60,104.5,112.1,71.9
249,Texas Southern 16,SWAC,-7.64,105.3,112.9,71.5
250,Delaware,CAA,-7.73,102.2,109.9,65.8
251,Elon,CAA,-7.83,103.8,111.6,67.2
252,LIU Brooklyn 16,NEC,-7.85,103.3,111.1,71.3
253,Drexel,CAA,-7.87,103.1,111.0,68.9
254,Northern Illinois,MAC,-7.96,103.5,111.5,67.0
255,NJIT,ASun,-8.05,98.8,106.9,66.9
256,Southeast Missouri St.,OVC,-8.15,108.7,116.8,69.1
257,Eastern Illinois,OVC,-8.23,99.3,107.5,65.5
258,Akron,MAC,-8.24,102.1,110.3,67.7
259,UT Rio Grande Valley,WAC,-8.34,99.5,107.9,73.7
260,Boston University,Pat,-8.42,100.4,108.8,67.4
261,Gardner Webb,BSth,-8.59,97.8,106.4,67.6
262,Abilene Christian,Slnd,-8.59,98.5,107.1,68.6
263,UC Riverside,BW,-8.77,94.9,103.7,68.1
264,Pepperdine,WCC,-8.77,105.7,114.5,67.5
265,Army,Pat,-8.89,100.0,108.9,70.3
266,Portland,WCC,-8.89,99.6,108.5,67.0
267,Cornell,Ivy,-8.99,104.8,113.8,69.1
268,Montana St.,BSky,-9.11,102.4,111.6,69.6
269,New Orleans,Slnd,-9.15,98.3,107.4,66.2
270,Brown,Ivy,-9.20,101.1,110.3,71.6
271,Green Bay,Horz,-9.23,99.8,109.1,72.1
272,Prairie View A&M,SWAC,-9.40,101.6,110.9,70.7
273,Santa Clara,WCC,-9.64,99.8,109.5,64.6
274,Fairleigh Dickinson,NEC,-9.88,102.6,112.5,70.4
275,UMKC,WAC,-10.00,98.7,108.8,69.2
276,Morehead St.,OVC,-10.08,99.3,109.4,68.4
277,Quinnipiac,MAAC,-10.32,102.1,112.4,66.4
278,Lafayette,Pat,-10.34,102.1,112.4,68.2
279,Nebraska Omaha,Sum,-10.37,104.5,114.9,69.7
280,South Florida,Amer,-10.41,99.1,109.5,64.5
281,Arkansas St.,SB,-10.44,104.8,115.3,69.5
282,Sacramento St.,BSky,-10.44,100.2,110.6,65.5
283,New Hampshire,AE,-10.64,98.3,108.9,65.3
284,North Florida,ASun,-10.71,107.9,118.6,73.5
285,Bethune Cookman,MEAC,-11.12,99.8,111.0,76.0
286,Eastern Kentucky,OVC,-11.13,101.9,113.0,68.5
287,IUPUI,Horz,-11.23,98.2,109.5,66.0
288,UMass Lowell,AE,-11.38,103.6,115.0,71.5
289,Western Illinois,Sum,-11.48,96.5,108.0,68.0
290,Holy Cross,Pat,-11.50,97.7,109.2,62.8
291,McNeese St.,Slnd,-11.51,100.8,112.3,70.3
292,Fordham,A10,-11.64,94.7,106.4,65.9
293,Little Rock,SB,-11.72,94.2,106.0,64.9
294,Tennessee Martin,OVC,-11.73,95.8,107.5,66.0
295,Rice,CUSA,-11.87,99.0,110.8,67.4
296,Grambling St.,SWAC,-11.88,94.5,106.3,72.2
297,Samford,SC,-11.94,108.1,120.0,71.1
298,San Jose St.,MWC,-12.01,95.9,107.9,67.0
299,Dartmouth,Ivy,-12.18,98.7,110.9,66.7
300,Siena,MAAC,-12.26,96.8,109.0,65.6
301,Western Carolina,SC,-12.26,96.1,108.3,69.3
302,Binghamton,AE,-12.26,97.5,109.8,66.0
303,Sacred Heart,NEC,-12.36,96.4,108.8,68.3
304,Chattanooga,SC,-12.57,99.6,112.1,65.4
305,North Carolina A&T,MEAC,-12.63,98.4,111.0,69.2
306,Cleveland St.,Horz,-12.63,97.8,110.5,67.0
307,Central Connecticut,NEC,-12.65,98.3,111.0,64.4
308,East Carolina,Amer,-12.73,97.1,109.8,68.6
309,North Carolina Central 16,MEAC,-12.76,98.1,110.9,64.9
310,St. Francis NY,NEC,-12.85,99.0,111.9,69.2
311,Texas A&M Corpus Chris,Slnd,-12.86,94.9,107.8,68.1
312,Kennesaw St.,ASun,-12.90,99.1,112.0,68.5
313,Norfolk St.,MEAC,-13.05,95.7,108.8,68.9
314,Stetson,ASun,-13.36,98.7,112.1,69.7
315,The Citadel,SC,-13.41,101.9,115.3,77.2
316,Savannah St.,MEAC,-13.44,101.3,114.7,82.2
317,Charlotte,CUSA,-13.57,99.2,112.8,71.1
318,SIU Edwardsville,OVC,-13.68,99.7,113.4,69.1
319,Jacksonville,ASun,-14.36,94.4,108.7,68.5
320,Marist,MAAC,-14.37,98.8,113.2,69.6
321,Cal Poly,BW,-14.64,98.7,113.3,66.1
322,Detroit,Horz,-14.69,102.6,117.2,72.3
323,Morgan St.,MEAC,-14.73,96.6,111.4,68.8
324,Loyola MD,Pat,-14.80,96.4,111.2,68.3
325,Youngstown St.,Horz,-15.09,101.4,116.5,71.0
326,Northern Arizona,BSky,-15.69,93.9,109.5,68.6
327,Southern,SWAC,-15.72,94.4,110.1,67.9
328,Cal St. Northridge,BW,-16.10,97.2,113.3,65.7
329,American,Pat,-16.24,95.8,112.1,66.5
330,Arkansas Pine Bluff,SWAC,-16.58,93.7,110.3,67.4
331,VMI,SC,-17.36,90.3,107.7,68.8
332,Houston Baptist,Slnd,-17.59,99.2,116.8,73.4
333,Maine,AE,-17.73,91.0,108.8,71.3
334,Presbyterian,BSth,-17.76,98.1,115.9,63.3
335,Howard,MEAC,-18.98,99.7,118.7,69.8
336,Alcorn St.,SWAC,-19.60,95.2,114.8,67.9
337,Jackson St.,SWAC,-19.80,89.6,109.4,64.0
338,USC Upstate,ASun,-19.85,105.5,125.3,68.9
339,Alabama St.,SWAC,-20.11,96.0,116.1,68.7
340,Longwood,BSth,-20.46,89.9,110.4,69.0
341,Florida A&M,MEAC,-21.15,95.9,117.0,67.0
342,Incarnate Word,Slnd,-21.50,93.8,115.3,69.6
343,South Carolina St.,MEAC,-21.76,97.1,118.9,70.4
344,Bryant,NEC,-21.80,99.1,120.9,70.0
345,Northwestern St.,Slnd,-22.29,88.7,110.9,68.7
346,Chicago St.,WAC,-22.46,96.9,119.4,72.1
347,Coppin St.,MEAC,-24.00,86.7,110.7,67.0
348,Mississippi Valley St.,SWAC,-24.39,90.5,114.8,69.3
349,Maryland Eastern Shore,MEAC,-26.99,91.1,118.1,65.8
350,Delaware St.,MEAC,-28.02,90.5,118.5,64.8
351,Alabama A&M,SWAC,-28.56,86.7,115.3,65.6
