Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
87,Georgetown,BE,8.85,108.3,99.5,68.2
88,LSU,SEC,8.65,109.0,100.3,67.9
89,Florida St.,ACC,8.44,108.8,100.3,69.5
90,Minnesota,B10,8.44,110.1,101.7,62.6
91,Arkansas St.,SB,7.93,110.1,102.2,69.8
92,UNLV,MWC,7.49,107.5,100.0,65.7
93,Grand Canyon 13,WAC,7.22,107.8,100.6,71.4
94,Georgia Tech,ACC,7.14,107.7,100.5,68.5
95,Bradley,MVC,7.09,111.5,104.4,65.6
96,Notre Dame,ACC,7.06,111.3,104.2,64.7
97,Providence,BE,7.00,112.1,105.1,66.2
98,Troy 14,SB,6.88,107.7,100.8,66.3
99,Akron 13,MAC,6.58,113.7,107.1,71.4
100,Oklahoma St.,B12,6.35,107.7,101.4,71.4
101,Northern Iowa,MVC,5.81,109.8,104.0,64.9
102,St. Bonaventure,A10,5.63,106.3,100.6,64.3
103,UAB,Amer,5.49,116.8,111.3,69.0
104,Virginia,ACC,5.30,110.7,105.4,61.1
105,UNC Wilmington 14,CAA,5.14,112.3,107.1,65.3
106,Saint Louis,A10,5.14,109.3,104.2,67.3
107,CSUN,BW,5.10,109.1,104.0,72.3
108,Washington,B10,5.03,109.1,104.0,67.6
109,Loyola Chicago,A10,5.03,107.4,102.3,66.9
110,Chattanooga,SC,4.93,115.2,110.2,66.5
111,North Alabama,ASun,4.91,111.9,107.0,66.5
112,California,ACC,4.67,111.3,106.6,67.5
113,George Washington,A10,4.65,108.0,103.3,66.7
114,Utah Valley,WAC,4.51,106.7,102.2,67.9
115,Florida Atlantic,Amer,4.45,112.3,107.9,68.7
116,Samford,SC,4.41,112.5,108.1,70.9
117,Syracuse,ACC,4.41,110.3,105.9,68.1
118,DePaul,BE,4.34,109.6,105.3,66.9
119,Middle Tennessee,CUSA,4.28,109.1,104.8,68.2
120,Wofford 15,SC,4.16,113.6,109.5,64.0
121,South Alabama,SB,4.10,107.4,103.3,63.1
122,Northern Colorado,BSky,4.02,112.0,108.0,68.7
123,Jacksonville St.,CUSA,3.93,109.3,105.4,64.8
124,Washington St.,WCC,3.88,111.6,107.7,70.5
125,N.C. State,ACC,3.78,107.6,103.8,65.2
126,Louisiana Tech,CUSA,3.70,108.9,105.2,64.4
127,St. Thomas,Sum,3.46,113.6,110.1,67.8
128,Cornell,Ivy,3.38,114.9,111.5,70.9
129,Belmont,MVC,3.38,112.3,108.9,70.5
130,Kennesaw St.,CUSA,3.12,107.0,103.9,70.3
131,New Mexico St.,CUSA,2.94,104.3,101.3,64.8
132,Duquesne,A10,2.84,106.1,103.3,65.2
133,North Dakota St.,Sum,2.78,115.4,112.6,64.8
134,Wichita St.,Amer,2.68,106.8,104.1,68.6
135,South Dakota St.,Sum,2.68,109.7,107.0,68.9
136,Kent St.,MAC,2.65,105.4,102.8,66.0
137,Furman,SC,2.33,109.6,107.3,65.9
138,Tulane,Amer,2.12,108.8,106.6,66.6
139,Robert Morris 15,Horz,2.09,107.0,104.9,67.8
140,Illinois St.,MVC,1.96,111.9,109.9,65.7
141,East Tennessee St.,SC,1.90,106.8,104.9,65.0
142,Murray St.,MVC,1.88,106.4,104.5,64.8
143,UNC Greensboro,SC,1.79,107.2,105.4,63.8
144,Milwaukee,Horz,1.76,107.2,105.5,68.7
145,UC Riverside,BW,1.60,110.2,108.5,67.1
146,Seattle,WAC,1.59,104.0,102.4,65.9
147,UC Santa Barbara,BW,1.58,108.8,107.2,65.4
148,Davidson,A10,1.56,109.7,108.2,65.9
149,Bryant 15,AE,1.25,106.7,105.5,72.5
150,Rhode Island,A10,0.91,108.1,107.2,70.4
151,Miami OH,MAC,0.74,107.8,107.0,68.9
152,Radford,BSth,0.69,110.4,109.7,62.7
153,Charleston,CAA,0.65,106.0,105.4,70.0
154,Towson,CAA,0.64,106.8,106.2,63.6
155,Loyola Marymount,WCC,0.52,104.1,103.6,67.1
156,Nebraska Omaha 15,Sum,0.51,111.0,110.5,67.7
157,Montana 14,BSky,0.38,110.8,110.4,67.0
158,UTEP,CUSA,0.38,105.2,104.9,68.7
159,Western Kentucky,CUSA,0.31,103.4,103.1,71.6
160,Texas A&M Corpus Chris,Slnd,0.24,106.0,105.7,67.4
161,Virginia Tech,ACC,0.20,106.4,106.2,65.1
162,James Madison,SB,0.09,110.4,110.3,64.8
163,Winthrop,BSth,-0.03,108.3,108.3,72.6
164,Purdue Fort Wayne,Horz,-0.06,109.0,109.1,69.7
165,San Jose St.,MWC,-0.11,107.3,107.4,66.3
166,Lamar,Slnd,-0.18,102.0,102.2,65.4
167,Cal Baptist,WAC,-0.33,105.8,106.1,65.7
168,Cleveland St.,Horz,-0.38,103.7,104.1,65.3
169,Marshall,SB,-0.52,106.3,106.8,68.7
170,Appalachian St.,SB,-0.59,101.1,101.7,63.1
171,Temple,Amer,-0.61,110.0,110.6,68.6
172,Florida Gulf Coast,ASun,-0.68,108.1,108.8,65.2
173,Nicholls,Slnd,-0.78,105.6,106.4,68.1
174,Illinois Chicago,MVC,-0.87,106.9,107.8,69.1
175,Sam Houston St.,CUSA,-0.97,110.3,111.3,67.6
176,East Carolina,Amer,-1.09,106.8,107.9,66.6
177,Oakland,Horz,-1.34,107.1,108.5,63.8
178,Princeton,Ivy,-1.38,105.3,106.7,66.4
179,Jacksonville,ASun,-1.43,101.7,103.2,67.4
180,Norfolk St. 16,MEAC,-1.53,107.1,108.7,66.3
181,Cal Poly,BW,-1.58,109.5,111.1,74.4
182,Eastern Kentucky,ASun,-1.73,109.6,111.4,67.6
183,Central Connecticut,NEC,-1.76,99.7,101.5,65.7
184,Boston College,ACC,-1.79,105.4,107.2,66.7
185,Wyoming,MWC,-1.98,103.6,105.5,64.6
186,Montana St.,BSky,-2.04,105.3,107.3,65.8
187,Drexel,CAA,-2.05,103.9,106.0,62.9
188,Merrimack,MAAC,-2.15,99.9,102.0,64.4
189,Rice,Amer,-2.30,106.3,108.6,65.3
190,South Carolina St.,MEAC,-2.40,102.6,105.0,69.1
191,UTSA,Amer,-2.45,107.2,109.6,69.9
192,Miami FL,ACC,-2.50,113.5,116.0,67.4
193,Southern Illinois,MVC,-2.74,105.6,108.3,67.9
194,Southeastern Louisiana,Slnd,-2.79,104.6,107.4,66.9
195,South Florida,Amer,-2.81,103.5,106.3,68.2
196,Texas St.,SB,-2.99,109.4,112.4,65.9
197,Elon,CAA,-3.00,107.4,110.4,65.1
198,UNC Asheville,BSth,-3.06,109.0,112.1,68.1
199,Central Michigan,MAC,-3.09,105.3,108.4,67.1
200,Ohio,MAC,-3.11,106.0,109.1,70.3
201,Indiana St.,MVC,-3.25,109.0,112.3,72.2
202,Youngstown St.,Horz,-3.28,102.1,105.4,69.2
203,Queens,ASun,-3.28,106.2,109.5,68.4
204,Southeast Missouri,OVC,-3.29,101.8,105.1,68.8
205,Dartmouth,Ivy,-3.30,100.1,103.4,70.9
206,Seton Hall,BE,-3.42,98.7,102.2,64.4
207,Portland St.,BSky,-3.46,100.5,104.0,68.4
208,Brown,Ivy,-3.65,103.1,106.8,65.8
209,Northeastern,CAA,-3.70,103.6,107.3,67.3
210,Idaho St.,BSky,-3.81,105.9,109.7,66.0
211,Longwood,BSth,-3.86,105.9,109.8,69.0
212,Valparaiso,MVC,-3.87,105.8,109.7,68.0
213,Quinnipiac,MAAC,-4.01,102.0,106.1,71.6
214,Massachusetts,A10,-4.13,102.3,106.4,70.2
215,Hampton,CAA,-4.13,103.7,107.8,65.5
216,Pepperdine,WCC,-4.23,106.4,110.6,69.0
217,SIUE 16,OVC,-4.32,101.9,106.2,65.8
218,Maine,AE,-4.41,100.1,104.5,65.9
219,Abilene Christian,WAC,-4.47,97.6,102.1,69.4
220,Hofstra,CAA,-4.50,97.9,102.4,63.6
221,Campbell,CAA,-4.55,101.6,106.1,65.8
222,La Salle,A10,-4.61,103.7,108.3,68.6
223,Wright St.,Horz,-4.66,109.5,114.1,67.4
224,Hawaii,BW,-4.72,103.1,107.8,65.8
225,Bucknell,PL,-4.90,102.7,107.6,67.2
226,UT Arlington,WAC,-5.02,107.3,112.3,67.5
227,Little Rock,OVC,-5.06,99.1,104.2,66.9
228,Northwestern St.,Slnd,-5.24,102.6,107.8,63.9
229,Fordham,A10,-5.27,106.4,111.7,69.5
230,William & Mary,CAA,-5.31,107.3,112.6,71.2
231,Presbyterian,BSth,-5.39,104.5,109.9,64.1
232,Delaware,CAA,-5.58,109.3,114.9,70.3
233,Southern,SWAC,-5.69,98.9,104.6,68.5
234,Northern Kentucky,Horz,-5.70,102.6,108.3,66.1
235,Kansas City,Sum,-5.88,100.4,106.3,64.5
236,Manhattan,MAAC,-5.89,108.5,114.3,67.4
237,American 16,PL,-5.98,102.1,108.0,63.5
238,Richmond,A10,-6.02,103.0,109.0,63.7
239,Cal St. Bakersfield,BW,-6.04,106.3,112.4,66.0
240,Toledo,MAC,-6.13,112.0,118.1,67.9
241,South Dakota,Sum,-6.14,109.3,115.4,74.6
242,UT Rio Grande Valley,Slnd,-6.20,104.7,110.9,70.4
243,Vermont,AE,-6.25,99.1,105.4,62.4
244,UMass Lowell,AE,-6.28,108.6,114.9,68.5
245,Missouri St.,MVC,-6.40,101.0,107.4,63.8
246,UC Davis,BW,-6.50,97.1,103.6,66.9
247,Northern Arizona,BSky,-6.53,104.2,110.8,66.8
248,Incarnate Word,Slnd,-6.58,106.0,112.6,64.1
249,Jackson St.,SWAC,-6.61,100.3,106.9,68.3
250,Mount St. Mary's 16,MAAC,-6.67,100.1,106.8,67.4
251,Georgia Southern,SB,-6.99,102.6,109.6,69.4
252,Tennessee St.,OVC,-7.29,102.2,109.5,70.3
253,Siena,MAAC,-7.42,102.8,110.2,67.2
254,FIU,CUSA,-7.53,96.6,104.1,68.3
255,Fresno St.,MWC,-7.67,100.8,108.5,70.5
256,Harvard,Ivy,-7.67,101.2,108.9,65.5
257,Charlotte,Amer,-7.76,104.5,112.3,64.8
258,Iona,MAAC,-7.90,98.6,106.5,68.0
259,North Florida,ASun,-7.90,109.5,117.4,72.2
260,Colgate,PL,-7.94,104.6,112.6,67.2
261,Mercer,SC,-8.02,99.2,107.2,71.0
262,Evansville,MVC,-8.03,98.2,106.3,66.8
263,Sacred Heart,MAAC,-8.06,104.7,112.7,70.2
264,Gardner Webb,BSth,-8.12,103.0,111.1,68.9
265,North Dakota,Sum,-8.19,107.6,115.8,69.0
266,Georgia St.,SB,-8.24,106.4,114.6,68.9
267,Monmouth,CAA,-8.58,103.9,112.4,67.0
268,Tulsa,Amer,-8.61,101.4,110.0,66.2
269,Portland,WCC,-8.92,105.8,114.7,68.3
270,Albany,AE,-9.05,103.2,112.3,67.5
271,Marist,MAAC,-9.10,97.1,106.2,64.0
272,Navy,PL,-9.17,102.3,111.4,66.9
273,Alabama St. 16,SWAC,-9.24,101.4,110.6,67.7
274,Austin Peay,ASun,-9.24,101.8,111.1,66.1
275,Ball St.,MAC,-9.34,103.4,112.8,66.4
276,Idaho,BSky,-9.46,107.3,116.7,66.2
277,Stephen F. Austin,Slnd,-9.56,95.1,104.6,67.4
278,Columbia,Ivy,-9.56,106.3,115.9,70.7
279,Houston Christian,Slnd,-9.57,100.5,110.1,64.7
280,Texas Southern,SWAC,-9.59,96.6,106.2,69.9
281,Eastern Michigan,MAC,-9.71,104.3,114.0,67.2
282,Lehigh,PL,-10.21,100.6,110.8,67.2
283,Pacific,WCC,-10.27,101.4,111.7,66.4
284,Old Dominion,SB,-10.32,100.1,110.4,66.0
285,LIU,NEC,-10.38,94.9,105.2,64.8
286,Tarleton St.,WAC,-10.40,93.0,103.4,65.5
287,VMI,SC,-10.54,100.2,110.8,68.1
288,Bethune Cookman,SWAC,-10.57,97.3,107.9,69.0
289,Lafayette,PL,-10.67,98.1,108.7,66.1
290,Bowling Green,MAC,-10.89,98.9,109.8,68.7
291,Penn,Ivy,-10.96,103.9,114.9,66.8
292,Tennessee Martin,OVC,-10.97,101.7,112.7,66.2
293,Western Michigan,MAC,-10.99,101.4,112.4,67.8
294,Eastern Washington,BSky,-11.01,101.8,112.8,66.8
295,Southern Utah,WAC,-11.14,98.1,109.3,68.9
296,San Diego,WCC,-11.25,99.4,110.6,71.0
297,Southern Miss,SB,-11.28,97.6,108.9,70.8
298,UMBC,AE,-11.40,106.5,117.9,70.4
299,Saint Peter's,MAAC,-11.40,94.9,106.3,63.8
300,Weber St.,BSky,-11.48,101.1,112.6,65.6
301,Utah Tech,WAC,-11.78,101.7,113.5,67.4
302,Charleston Southern,BSth,-11.97,99.7,111.6,67.3
303,Long Beach St.,BW,-12.08,101.8,113.9,64.0
304,Tennessee Tech,OVC,-12.29,100.8,113.1,67.7
305,Boston University,PL,-12.31,99.0,111.3,63.0
306,Loyola MD,PL,-12.35,100.4,112.8,66.5
307,Delaware St.,MEAC,-12.49,101.7,114.2,70.2
308,Fairleigh Dickinson,NEC,-12.51,98.3,110.8,69.1
309,Denver,Sum,-12.54,98.7,111.2,66.4
310,Air Force,MWC,-12.57,98.9,111.5,64.4
311,Saint Francis 16,NEC,-12.76,99.7,112.4,66.9
312,Howard,MEAC,-13.21,103.7,116.9,69.9
313,Rider,MAAC,-13.29,101.7,115.0,64.8
314,IU Indy,Horz,-13.36,109.5,122.9,64.8
315,Eastern Illinois,OVC,-13.37,93.5,106.9,66.1
316,Louisiana,SB,-13.48,97.7,111.2,66.2
317,Florida A&M,SWAC,-13.70,101.5,115.2,67.1
318,Binghamton,AE,-13.88,98.8,112.7,65.7
319,Grambling St.,SWAC,-13.91,95.2,109.1,63.8
320,Holy Cross,PL,-13.92,101.8,115.7,66.0
321,Niagara,MAAC,-14.12,101.1,115.2,65.0
322,Stonehill,NEC,-14.22,100.8,115.0,64.9
323,North Carolina Central,MEAC,-14.33,102.7,117.1,66.8
324,Army,PL,-14.51,99.8,114.3,67.6
325,Alcorn St.,SWAC,-14.58,97.6,112.2,64.6
326,Lindenwood,OVC,-14.76,94.1,108.8,69.6
327,Morehead St.,OVC,-14.80,97.6,112.4,63.9
328,Oral Roberts,Sum,-14.92,102.8,117.7,67.2
329,Coastal Carolina,SB,-15.03,100.4,115.4,63.2
330,East Texas A&M,Slnd,-15.08,96.5,111.6,67.3
331,Morgan St.,MEAC,-15.42,101.6,117.0,70.4
332,Stony Brook,CAA,-15.74,101.9,117.6,64.4
333,Fairfield,MAAC,-15.93,98.2,114.1,66.0
334,Green Bay,Horz,-16.10,100.7,116.8,68.9
335,North Carolina A&T,CAA,-16.40,96.9,113.3,69.0
336,Southern Indiana,OVC,-16.54,98.2,114.8,66.9
337,Detroit Mercy,Horz,-17.02,95.1,112.1,66.9
338,Western Carolina,SC,-17.10,95.2,112.3,70.3
339,USC Upstate,BSth,-17.51,98.4,115.9,72.7
340,Buffalo,MAC,-17.58,96.2,113.8,70.7
341,Bellarmine,ASun,-17.66,103.8,121.4,66.1
342,Mercyhurst,NEC,-17.83,98.7,116.6,64.7
343,Sacramento St.,BSky,-17.93,95.3,113.2,65.5
344,Wagner,NEC,-18.09,92.2,110.3,60.3
345,Northern Illinois,MAC,-18.15,94.3,112.4,68.8
346,Central Arkansas,ASun,-18.16,97.6,115.8,66.3
347,Western Illinois,OVC,-18.21,99.0,117.2,64.2
348,West Georgia,ASun,-18.29,96.8,115.1,68.0
349,New Orleans,Slnd,-18.33,99.3,117.6,69.1
350,Louisiana Monroe,SB,-18.34,96.1,114.4,67.6
351,Cal St. Fullerton,BW,-18.38,93.8,112.2,68.1
352,Stetson,ASun,-19.29,99.4,118.7,67.6
353,NJIT,AE,-20.31,93.2,113.5,66.4
354,Le Moyne,NEC,-20.65,101.2,121.8,68.5
355,New Hampshire,AE,-21.59,93.8,115.4,67.3
356,The Citadel,SC,-21.79,94.9,116.7,64.5
357,Prairie View A&M,SWAC,-22.13,95.5,117.7,70.1
358,Maryland Eastern Shore,MEAC,-22.65,95.8,118.4,65.5
359,Canisius,MAAC,-22.96,99.0,121.9,66.1
360,Alabama A&M,SWAC,-23.50,92.0,115.5,71.0
361,Coppin St.,MEAC,-24.29,87.3,111.6,67.7
362,Chicago St.,NEC,-24.31,91.8,116.2,68.2
363,Arkansas Pine Bluff,SWAC,-26.08,95.0,121.1,71.3
364,Mississippi Valley St.,SWAC,-42.22,82.6,124.8,64.8
