Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
37,Iowa 8,B10,15.60,120.5,104.9,69.5
38,Oklahoma St.,B12,15.21,107.8,92.6,67.6
39,Penn St. 10,B10,15.04,116.8,101.8,64.6
40,Miami FL 5,ACC,14.91,118.2,103.3,68.9
41,Oregon,P12,14.84,114.5,99.6,66.3
42,Northwestern 7,B10,14.83,108.5,93.7,64.9
43,Nevada 11,MWC,14.79,112.0,97.2,66.1
44,Providence 11,BE,14.73,116.8,102.1,66.9
45,North Texas,CUSA,14.68,110.2,95.5,58.8
46,Michigan,B10,14.68,112.8,98.1,67.5
47,North Carolina,ACC,14.66,112.1,97.5,69.0
48,Liberty,ASun,14.51,112.7,98.1,64.5
49,Mississippi St. 11,SEC,14.12,105.5,91.3,63.8
50,Ohio St.,B10,13.98,115.9,101.9,66.0
51,Missouri 7,SEC,13.92,119.3,105.4,69.1
52,New Mexico,MWC,13.84,116.1,102.2,71.6
53,Oklahoma,B12,13.70,111.1,97.4,65.3
54,Cincinnati,Amer,13.35,112.3,99.0,68.5
55,N.C. State 11,ACC,13.31,113.9,100.6,69.1
56,Oral Roberts 12,Sum,13.25,115.3,102.0,70.5
57,Washington St.,P12,13.22,112.0,98.8,64.3
58,VCU 12,A10,13.15,107.2,94.0,68.0
59,Colorado,P12,13.05,107.7,94.7,69.0
60,Villanova,BE,12.98,113.8,100.8,63.7
61,Texas Tech,B12,12.95,111.8,98.9,67.2
62,UAB,CUSA,12.86,112.7,99.9,70.6
63,Florida,SEC,12.82,108.2,95.4,69.4
64,Clemson,ACC,12.67,111.1,98.4,68.2
65,UCF,Amer,12.59,110.2,97.6,64.5
66,Drake 12,MVC,12.51,109.8,97.3,66.4
67,Yale,Ivy,12.39,110.8,98.4,66.1
68,Arizona St. 11,P12,12.38,107.6,95.2,68.4
69,Sam Houston St.,WAC,12.28,106.6,94.3,64.4
70,Seton Hall,BE,12.23,106.7,94.5,66.5
71,Kent St. 13,MAC,11.90,108.3,96.4,68.1
72,Utah,P12,11.85,107.7,95.8,66.2
73,Charleston 12,CAA,11.76,111.4,99.6,71.0
74,Iona 13,MAAC,11.71,110.9,99.1,68.9
75,BYU,WCC,11.59,109.2,97.6,69.6
76,Wisconsin,B10,11.54,106.4,94.9,63.1
77,Pittsburgh 11,ACC,11.27,115.1,103.8,67.3
78,Dayton,A10,11.20,110.0,98.8,62.4
79,Utah Valley,WAC,10.87,107.3,96.5,70.0
80,Vanderbilt,SEC,10.82,115.7,104.9,66.7
81,Virginia Tech,ACC,10.21,113.9,103.7,66.6
82,Santa Clara,WCC,10.13,111.3,101.2,70.1
83,Stanford,P12,9.76,114.1,104.4,65.8
84,Marshall,SB,9.74,111.3,101.5,72.1
85,St. John's,BE,9.46,107.9,98.5,73.5
86,Bradley,MVC,9.24,107.1,97.9,65.2
87,Toledo,MAC,9.12,119.6,110.5,69.6
88,Wake Forest,ACC,8.57,112.1,103.5,69.6
89,Furman 13,SC,8.43,114.2,105.8,68.5
90,Hofstra,CAA,8.40,110.3,101.9,67.2
91,UNLV,MWC,8.22,107.8,99.6,69.5
92,Louisiana 13,SB,8.20,112.2,104.0,68.4
93,San Jose St.,MWC,7.91,110.7,102.8,62.7
94,South Alabama,SB,7.74,108.2,100.4,65.8
95,Nebraska,B10,7.47,106.7,99.2,67.1
96,Saint Louis,A10,7.45,111.7,104.2,69.3
97,Indiana St.,MVC,7.39,110.6,103.2,70.6
98,Southern Miss,SB,7.31,108.0,100.7,68.5
99,UC Irvine,BW,7.29,107.7,100.5,69.6
100,San Francisco,WCC,6.94,110.1,103.2,68.6
101,James Madison,SB,6.74,106.7,100.0,70.5
102,UC Santa Barbara 14,BW,6.64,111.3,104.7,65.0
103,Wichita St.,Amer,6.51,106.8,100.3,66.3
104,Akron,MAC,6.47,110.0,103.5,65.3
105,Colorado St.,MWC,6.41,112.3,105.9,66.1
106,Washington,P12,6.38,105.8,99.4,69.2
107,Loyola Marymount,WCC,6.32,110.0,103.7,67.1
108,Tulane,Amer,6.30,110.2,103.9,73.1
109,Grand Canyon 14,WAC,5.99,112.3,106.3,65.2
110,Montana St. 14,BSky,5.75,105.4,99.6,66.5
111,Southern Utah,WAC,5.64,110.2,104.5,71.9
112,Princeton 15,Ivy,5.57,109.1,103.5,67.5
113,Vermont 15,AE,5.42,109.8,104.4,64.6
114,Colgate 15,Pat,5.29,113.0,107.7,67.9
115,Mississippi,SEC,5.03,106.8,101.7,66.1
116,UNC Greensboro,SC,4.93,103.5,98.6,66.0
117,Charlotte,CUSA,4.60,108.0,103.4,60.5
118,Temple,Amer,4.57,107.3,102.7,66.0
119,Cal St. Fullerton,BW,4.55,105.0,100.4,64.8
120,Syracuse,ACC,4.46,110.4,105.9,67.5
121,Middle Tennessee,CUSA,4.14,106.5,102.4,66.9
122,Eastern Washington,BSky,4.08,111.5,107.5,68.5
123,Belmont,MVC,4.08,111.5,107.5,68.4
124,Butler,BE,3.99,102.5,98.5,65.5
125,Duquesne,A10,3.98,108.6,104.6,68.2
126,Hawaii,BW,3.86,102.1,98.2,64.8
127,Kennesaw St. 14,ASun,3.64,106.3,102.7,68.5
128,Troy,SB,3.56,104.8,101.3,67.9
129,Youngstown St.,Horz,3.56,112.9,109.4,68.0
130,Towson,CAA,3.50,108.2,104.7,64.9
131,Ohio,MAC,3.41,110.9,107.4,68.4
132,Stephen F. Austin,WAC,3.20,105.5,102.3,69.3
133,Penn,Ivy,3.14,110.3,107.2,67.0
134,Fresno St.,MWC,2.97,103.5,100.6,64.3
135,Samford,SC,2.94,109.3,106.3,68.4
136,Southern Illinois,MVC,2.90,101.3,98.4,63.9
137,UC Riverside,BW,2.69,107.9,105.2,66.9
138,UMass Lowell,AE,2.64,107.8,105.1,68.9
139,Fordham,A10,2.51,103.2,100.7,69.7
140,Davidson,A10,2.48,107.4,105.0,65.1
141,Seattle,WAC,2.35,102.1,99.8,69.2
142,DePaul,BE,2.27,107.9,105.6,68.8
143,Air Force,MWC,1.96,106.3,104.4,63.2
144,Cornell,Ivy,1.76,112.0,110.3,71.3
145,LSU,SEC,1.62,106.6,105.0,65.9
146,UNC Asheville 15,BSth,1.51,104.1,102.6,68.5
147,George Mason,A10,1.47,102.7,101.2,66.4
148,Utah Tech,WAC,1.46,107.9,106.4,68.6
149,Georgia,SEC,1.39,104.4,103.0,67.7
150,South Florida,Amer,1.32,105.9,104.6,68.4
151,Missouri St.,MVC,1.31,104.6,103.3,62.2
152,Portland,WCC,1.26,111.0,109.7,69.1
153,Wyoming,MWC,1.24,107.9,106.6,65.7
154,UC Davis,BW,1.16,104.8,103.7,70.5
155,Richmond,A10,1.09,103.7,102.6,65.4
156,Cal Baptist,WAC,1.04,103.7,102.7,64.1
157,Lipscomb,ASun,1.02,104.9,103.8,69.4
158,UNC Wilmington,CAA,0.86,102.4,101.6,65.4
159,Montana,BSky,0.64,108.9,108.3,63.7
160,Tarleton St.,WAC,0.53,103.5,103.0,66.6
161,Northern Kentucky 16,Horz,0.52,103.3,102.8,62.0
162,Long Beach St.,BW,0.50,105.4,104.9,72.9
163,Harvard,Ivy,0.32,101.3,100.9,66.0
164,Ball St.,MAC,0.22,108.1,107.9,67.6
165,Stetson,ASun,0.20,113.7,113.5,64.7
166,South Dakota St.,Sum,0.18,105.2,105.0,66.6
167,Georgia Tech,ACC,0.16,104.3,104.1,66.7
168,Notre Dame,ACC,0.00,108.8,108.8,64.9
169,Eastern Kentucky,ASun,-0.05,103.4,103.4,70.2
170,Texas A&M Corpus Chris 16,Slnd,-0.23,107.4,107.6,69.3
171,Longwood,BSth,-0.26,104.3,104.5,66.0
172,Boston College,ACC,-0.45,102.6,103.0,66.6
173,Louisiana Tech,CUSA,-0.48,105.4,105.9,66.6
174,Old Dominion,SB,-0.61,103.2,103.8,65.0
175,Grambling St.,SWAC,-0.65,100.1,100.8,66.3
176,East Carolina,Amer,-0.72,103.4,104.1,67.5
177,Appalachian St.,SB,-0.73,101.4,102.2,65.0
178,Pepperdine,WCC,-0.75,105.4,106.2,72.2
179,Cleveland St.,Horz,-0.78,104.4,105.1,66.0
180,SMU,Amer,-0.87,103.3,104.2,69.6
181,Pacific,WCC,-0.88,108.3,109.2,69.6
182,Radford,BSth,-0.93,104.4,105.4,64.6
183,Navy,Pat,-0.98,103.7,104.7,64.5
184,Brown,Ivy,-0.98,100.8,101.8,69.3
185,Chattanooga,SC,-1.03,108.2,109.2,68.5
186,Western Kentucky,CUSA,-1.04,104.8,105.8,67.6
187,New Mexico St.,WAC,-1.13,105.7,106.8,69.3
188,Florida Gulf Coast,ASun,-1.20,105.0,106.2,66.3
189,North Carolina Central,MEAC,-1.23,100.9,102.2,67.9
190,Texas St.,SB,-1.25,104.8,106.0,63.6
191,Weber St.,BSky,-1.35,100.5,101.8,65.2
192,Abilene Christian,WAC,-1.43,105.9,107.3,69.2
193,Wright St.,Horz,-1.47,104.4,105.9,71.3
194,Norfolk St.,MEAC,-1.48,107.5,108.9,65.3
195,Saint Joseph's,A10,-1.51,104.4,105.9,69.3
196,Quinnipiac,MAAC,-1.52,104.2,105.7,69.7
197,UTEP,CUSA,-1.54,99.1,100.6,67.0
198,St. Thomas,Sum,-1.80,107.8,109.6,66.1
199,Detroit Mercy,Horz,-1.83,111.6,113.5,67.3
200,Drexel,CAA,-1.96,101.2,103.1,63.7
201,St. Bonaventure,A10,-2.01,101.2,103.2,65.7
202,Gardner Webb,BSth,-2.57,99.0,101.6,66.2
203,Rider,MAAC,-2.59,106.3,108.9,65.1
204,Queens,ASun,-2.60,107.2,109.8,70.0
205,Buffalo,MAC,-2.60,104.2,106.8,72.2
206,Georgia Southern,SB,-2.61,100.4,103.0,66.7
207,Siena,MAAC,-2.67,102.3,105.0,66.9
208,Florida St.,ACC,-2.83,105.2,108.0,68.7
209,Bryant,AE,-2.84,105.0,107.8,72.0
210,Oregon St.,P12,-2.89,100.3,103.2,63.7
211,Northern Arizona,BSky,-2.94,107.9,110.9,66.9
212,Massachusetts,A10,-3.00,100.9,103.9,70.6
213,North Dakota St.,Sum,-3.08,104.6,107.7,68.1
214,Northwestern St.,Slnd,-3.11,106.0,109.1,66.7
215,Howard 16,MEAC,-3.21,103.7,106.9,69.0
216,Rice,CUSA,-3.23,107.5,110.7,69.9
217,Minnesota,B10,-3.29,102.6,105.9,65.9
218,George Washington,A10,-3.32,109.2,112.5,69.1
219,Northern Iowa,MVC,-3.41,103.2,106.6,67.8
220,South Carolina,SEC,-3.42,103.7,107.1,64.3
221,Northern Colorado,BSky,-3.53,107.7,111.2,69.6
222,FIU,CUSA,-3.56,102.9,106.5,70.1
223,San Diego,WCC,-3.80,110.6,114.4,68.8
224,Georgetown,BE,-4.34,103.9,108.3,68.9
225,La Salle,A10,-4.35,103.4,107.8,67.8
226,Murray St.,MVC,-4.45,105.7,110.2,66.8
227,Sacramento St.,BSky,-4.48,103.9,108.4,62.5
228,Milwaukee,Horz,-4.64,103.1,107.7,72.0
229,Campbell,BSth,-4.77,105.0,109.8,64.3
230,Mercer,SC,-4.87,99.7,104.5,64.6
231,North Florida,ASun,-4.91,109.9,114.8,68.0
232,Wofford,SC,-4.96,108.8,113.8,65.1
233,Jacksonville St.,ASun,-5.20,102.2,107.4,65.7
234,Western Carolina,SC,-5.38,103.1,108.4,67.4
235,Jacksonville,ASun,-5.40,100.3,105.7,61.2
236,Robert Morris,Horz,-5.51,99.2,104.7,66.4
237,Delaware,CAA,-5.54,102.5,108.1,67.2
238,Portland St.,BSky,-5.58,103.0,108.6,72.4
239,Purdue Fort Wayne,Horz,-5.82,100.8,106.6,69.1
240,UT Arlington,WAC,-6.09,99.9,106.0,65.9
241,Alcorn St.,SWAC,-6.17,102.1,108.2,67.3
242,SIU Edwardsville,OVC,-6.21,100.1,106.3,69.2
243,Idaho St.,BSky,-6.28,102.3,108.6,65.3
244,East Tennessee St.,SC,-6.29,101.2,107.5,65.8
245,Northern Illinois,MAC,-6.33,100.9,107.2,69.2
246,UT Rio Grande Valley,WAC,-6.39,103.9,110.3,72.7
247,Morehead St.,OVC,-6.59,100.4,107.0,63.3
248,Winthrop,BSth,-6.60,108.6,115.2,66.9
249,Canisius,MAAC,-6.68,101.8,108.5,67.7
250,Maryland Eastern Shore,MEAC,-6.71,94.3,101.1,69.7
251,North Alabama,ASun,-6.77,105.3,112.1,68.6
252,Army,Pat,-6.91,103.0,109.9,68.6
253,UMBC,AE,-7.04,105.4,112.4,67.7
254,Loyola Chicago,A10,-7.04,102.0,109.1,66.2
255,Southeastern Louisiana,Slnd,-7.04,104.1,111.2,68.8
256,Rhode Island,A10,-7.13,97.7,104.8,67.3
257,Southeast Missouri St. 16,OVC,-7.21,100.9,108.1,72.5
258,USC Upstate,BSth,-7.40,99.1,106.5,68.0
259,Niagara,MAAC,-7.43,100.9,108.4,63.2
260,Nicholls St.,Slnd,-7.81,99.4,107.2,70.5
261,Bellarmine,ASun,-7.97,102.4,110.4,62.2
262,North Dakota,Sum,-8.05,103.4,111.5,67.2
263,Western Illinois,Sum,-8.08,103.1,111.2,66.7
264,Fairfield,MAAC,-8.08,98.9,107.0,65.1
265,California,P12,-8.19,97.8,106.0,63.5
266,Miami OH,MAC,-8.29,103.7,112.0,66.8
267,Dartmouth,Ivy,-8.35,99.4,107.7,68.8
268,Prairie View A&M,SWAC,-8.35,94.3,102.7,67.8
269,UC San Diego,BW,-8.53,102.0,110.6,66.1
270,Southern Indiana,OVC,-8.68,103.3,112.0,69.3
271,Oakland,Horz,-8.69,103.7,112.4,68.4
272,Lafayette,Pat,-8.72,95.5,104.3,63.0
273,Boston University,Pat,-8.74,98.1,106.8,65.5
274,Southern,SWAC,-8.85,96.2,105.1,71.0
275,Tennessee Martin,OVC,-8.90,101.9,110.8,71.2
276,Louisiana Monroe,SB,-9.22,97.9,107.1,66.0
277,Georgia St.,SB,-9.24,98.1,107.4,67.0
278,Mount St. Mary's,MAAC,-9.25,97.1,106.3,65.8
279,Marist,MAAC,-9.27,97.8,107.1,65.6
280,American,Pat,-9.33,100.8,110.2,62.6
281,Bowling Green,MAC,-9.34,103.7,113.0,69.7
282,Illinois St.,MVC,-9.38,100.6,110.0,65.0
283,Maine,AE,-9.44,99.1,108.6,65.9
284,Arkansas St.,SB,-9.47,100.3,109.8,63.4
285,Texas Southern 16,SWAC,-9.71,96.6,106.3,69.3
286,New Hampshire,AE,-9.72,97.4,107.2,64.2
287,Lehigh,Pat,-9.73,97.9,107.6,69.5
288,Tennessee Tech,OVC,-9.73,101.6,111.3,66.7
289,UTSA,CUSA,-9.97,102.1,112.1,69.2
290,Cal Poly,BW,-9.98,94.3,104.3,64.2
291,Valparaiso,MVC,-9.99,98.4,108.4,67.9
292,Tennessee St.,OVC,-10.03,101.1,111.2,71.0
293,Cal St. Bakersfield,BW,-10.06,95.2,105.3,63.2
294,South Dakota,Sum,-10.13,103.3,113.5,66.0
295,Louisville,ACC,-10.27,101.4,111.6,66.5
296,Chicago St.,ind,-10.28,103.2,113.5,64.4
297,Denver,Sum,-10.43,100.8,111.2,68.6
298,Coastal Carolina,SB,-10.47,104.3,114.7,68.4
299,Illinois Chicago,MVC,-10.68,98.0,108.7,69.0
300,Idaho,BSky,-10.71,102.8,113.5,65.9
301,Jackson St.,SWAC,-10.77,99.3,110.1,68.1
302,High Point,BSth,-11.06,100.2,111.3,71.5
303,Texas A&M Commerce,Slnd,-11.10,101.5,112.6,65.4
304,Charleston Southern,BSth,-11.25,105.4,116.7,65.9
305,Alabama A&M,SWAC,-11.28,96.7,108.0,68.3
306,Bucknell,Pat,-11.42,99.0,110.4,66.8
307,Manhattan,MAAC,-11.51,97.5,109.1,67.1
308,Saint Peter's,MAAC,-11.66,96.9,108.6,63.0
309,UMKC,Sum,-11.70,96.4,108.1,63.8
310,Northeastern,CAA,-11.83,97.9,109.7,66.8
311,Binghamton,AE,-11.93,98.7,110.6,66.1
312,Fairleigh Dickinson 16,NEC,-12.25,106.2,118.4,68.8
313,Morgan St.,MEAC,-12.33,94.5,106.8,70.8
314,Tulsa,Amer,-12.37,99.0,111.4,68.0
315,Merrimack,NEC,-12.43,89.5,101.9,66.4
316,Nebraska Omaha,Sum,-12.53,100.4,113.0,67.9
317,Eastern Michigan,MAC,-12.60,101.8,114.4,69.2
318,Wagner,NEC,-12.90,93.7,106.6,62.1
319,North Carolina A&T,CAA,-13.09,98.3,111.4,70.0
320,William & Mary,CAA,-13.25,99.8,113.0,65.2
321,Arkansas Pine Bluff,SWAC,-13.28,94.6,107.9,69.6
322,Little Rock,OVC,-13.37,102.2,115.6,71.0
323,Western Michigan,MAC,-13.59,102.8,116.4,65.7
324,Austin Peay,ASun,-13.89,97.1,111.0,64.8
325,The Citadel,SC,-13.96,98.2,112.1,67.2
326,Cal St. Northridge,BW,-13.98,95.8,109.7,65.3
327,Loyola MD,Pat,-14.12,98.8,113.0,66.1
328,Stony Brook,CAA,-14.47,96.1,110.6,64.2
329,New Orleans,Slnd,-14.84,98.1,112.9,71.4
330,Sacred Heart,NEC,-14.90,96.4,111.3,69.7
331,NJIT,AE,-14.92,97.2,112.1,66.3
332,Central Arkansas,ASun,-15.22,98.6,113.9,72.3
333,Central Michigan,MAC,-15.30,93.0,108.3,67.2
334,McNeese St.,Slnd,-15.38,99.0,114.3,66.3
335,Stonehill,NEC,-15.46,94.7,110.1,66.3
336,Incarnate Word,Slnd,-15.87,96.6,112.5,67.0
337,Elon,CAA,-15.98,96.8,112.8,66.0
338,Coppin St.,MEAC,-16.04,99.2,115.2,71.5
339,Lindenwood,OVC,-16.66,95.7,112.4,66.9
340,Columbia,Ivy,-16.85,94.5,111.3,69.5
341,Holy Cross,Pat,-16.88,94.2,111.0,69.1
342,St. Francis PA,NEC,-16.92,99.7,116.6,68.4
343,Central Connecticut,NEC,-16.93,97.1,114.1,64.4
344,Eastern Illinois,OVC,-17.07,94.1,111.2,68.0
345,South Carolina St.,MEAC,-17.07,98.6,115.7,71.7
346,Presbyterian,BSth,-17.21,93.8,111.0,64.7
347,Albany,AE,-17.35,98.8,116.1,67.3
348,Bethune Cookman,SWAC,-17.37,97.1,114.4,69.0
349,Alabama St.,SWAC,-17.56,93.3,110.8,66.0
350,Monmouth,CAA,-17.73,92.7,110.4,68.4
351,Hampton,CAA,-18.19,97.5,115.7,69.0
352,Evansville,MVC,-18.36,91.6,109.9,69.6
353,Houston Christian,Slnd,-18.82,102.1,120.9,70.7
354,VMI,SC,-19.71,98.4,118.1,66.7
355,Mississippi Valley St.,SWAC,-19.79,92.7,112.5,67.2
356,Lamar,Slnd,-20.27,95.0,115.2,65.8
357,Delaware St.,MEAC,-20.36,92.2,112.5,67.9
358,Florida A&M,SWAC,-20.42,89.7,110.2,65.1
359,St. Francis NY,NEC,-21.03,90.2,111.3,66.1
360,IUPUI,Horz,-21.84,95.9,117.7,67.1
361,Green Bay,Horz,-26.30,90.6,116.9,65.2
362,Hartford,ind,-29.75,89.4,119.2,65.5
363,LIU,NEC,-30.61,86.5,117.2,72.6
