Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
217,UT Arlington,SB,-3.79,98.3,102.1,65.1
218,Campbell,BSth,-3.90,100.8,104.7,62.3
219,Eastern Washington,BSky,-3.90,104.0,107.9,69.3
220,Georgia,SEC,-4.06,106.8,110.9,68.5
221,UNC Asheville,BSth,-4.21,101.3,105.5,66.4
222,Cal Baptist,WAC,-4.22,99.2,103.4,67.5
223,Rice,CUSA,-4.24,106.3,110.5,67.5
224,Kennesaw St.,ASun,-4.37,104.8,109.2,66.1
225,San Diego,WCC,-4.40,96.8,101.2,65.5
226,Indiana St.,MVC,-4.45,98.6,103.1,69.1
227,George Washington,A10,-4.54,99.5,104.0,68.8
228,La Salle,A10,-4.80,99.0,103.8,67.1
229,Harvard,Ivy,-4.81,97.9,102.7,67.0
230,Detroit Mercy,Horz,-5.04,105.6,110.6,64.6
231,Rider,MAAC,-5.19,99.0,104.2,66.8
232,Purdue Fort Wayne,Horz,-5.22,98.7,103.9,68.2
233,James Madison,CAA,-5.26,102.6,107.8,68.8
234,Oregon St.,P12,-5.27,105.6,110.8,66.5
235,Howard,MEAC,-5.44,100.4,105.8,70.3
236,Western Illinois,Sum,-5.47,101.4,106.9,70.4
237,LIU,NEC,-5.58,99.9,105.5,72.3
238,Marshall,CUSA,-5.68,101.5,107.1,72.2
239,Quinnipiac,MAAC,-5.84,102.7,108.5,68.7
240,Southeast Missouri St.,OVC,-6.01,104.5,110.6,71.7
241,The Citadel,SC,-6.14,101.3,107.4,70.4
242,UMBC,AE,-6.14,104.0,110.1,68.2
243,Texas A&M Corpus Chris 16,Slnd,-6.31,97.0,103.3,68.9
244,Montana,BSky,-6.44,100.5,106.9,65.2
245,New Hampshire,AE,-6.49,103.1,109.6,62.2
246,Mount St. Mary's,NEC,-6.53,96.2,102.8,63.2
247,High Point,BSth,-6.56,98.4,105.0,66.4
248,Siena,MAAC,-6.57,97.9,104.5,66.2
249,UMass Lowell,AE,-6.86,96.3,103.2,67.3
250,South Florida,Amer,-6.88,91.0,97.9,64.9
251,Georgia Southern,SB,-6.99,96.4,103.3,66.0
252,Stony Brook,AE,-7.00,104.1,111.1,68.1
253,Elon,CAA,-7.34,99.8,107.2,65.7
254,Portland St.,BSky,-7.47,96.0,103.5,70.9
255,UC San Diego,BW,-7.53,102.0,109.6,67.8
256,Tennessee Tech,OVC,-7.73,100.2,107.9,69.2
257,Air Force,MWC,-7.77,96.0,103.8,63.2
258,Miami OH,MAC,-7.85,103.9,111.7,67.6
259,Youngstown St.,Horz,-7.90,103.0,110.9,66.2
260,Eastern Kentucky,ASun,-7.99,101.4,109.4,70.8
261,New Orleans,Slnd,-8.00,97.3,105.3,71.7
262,Louisiana Monroe,SB,-8.00,101.3,109.3,67.6
263,Ball St.,MAC,-8.02,101.8,109.8,69.8
264,Northeastern,CAA,-8.13,96.9,105.1,64.3
265,Lipscomb,ASun,-8.19,102.3,110.5,69.1
266,Tennessee St.,OVC,-8.33,98.4,106.7,67.4
267,Presbyterian,BSth,-8.44,96.5,104.9,64.0
268,Alcorn St.,SWAC,-8.47,97.2,105.7,67.7
269,Manhattan,MAAC,-8.55,100.2,108.8,68.5
270,Cal St. Bakersfield,BW,-8.58,98.0,106.6,64.3
271,Canisius,MAAC,-8.63,97.1,105.8,68.1
272,North Florida,ASun,-8.66,97.4,106.0,67.6
273,Loyola MD,Pat,-8.74,96.5,105.2,64.4
274,FIU,CUSA,-8.77,97.5,106.3,66.6
275,Dixie St.,WAC,-9.06,96.0,105.0,71.3
276,Southeastern Louisiana,Slnd,-9.09,103.0,112.1,70.6
277,Jackson St.,SWAC,-9.16,93.5,102.7,63.7
278,Pepperdine,WCC,-9.21,97.9,107.1,69.8
279,USC Upstate,BSth,-9.63,101.0,110.6,68.2
280,San Jose St.,MWC,-9.87,99.5,109.4,65.3
281,Bowling Green,MAC,-9.93,103.2,113.1,72.7
282,Prairie View A&M,SWAC,-9.95,97.3,107.2,70.2
283,Duquesne,A10,-10.03,99.0,109.0,65.8
284,Hartford,AE,-10.13,101.3,111.4,67.1
285,North Carolina Central,MEAC,-10.32,96.8,107.1,67.5
286,Pacific,WCC,-10.41,95.4,105.9,68.1
287,Illinois Chicago,Horz,-10.49,99.6,110.1,69.1
288,Denver,Sum,-10.53,100.3,110.8,66.3
289,Austin Peay,OVC,-10.61,95.1,105.7,64.5
290,Radford,BSth,-10.63,95.3,106.0,64.0
291,Albany,AE,-10.64,92.3,103.0,65.0
292,Morgan St.,MEAC,-10.83,95.2,106.1,71.7
293,Binghamton,AE,-10.89,95.0,105.9,67.0
294,Northern Illinois,MAC,-10.97,93.1,104.1,66.9
295,North Carolina A&T,BSth,-11.05,96.9,107.9,67.3
296,SIU Edwardsville,OVC,-11.11,94.5,105.6,68.4
297,Army,Pat,-11.21,96.6,107.8,68.7
298,Western Carolina,SC,-11.35,99.1,110.5,68.1
299,UT Rio Grande Valley,WAC,-11.49,100.2,111.7,71.7
300,Merrimack,NEC,-11.54,94.4,106.0,62.1
301,Coppin St.,MEAC,-11.71,92.1,103.8,72.1
302,St. Thomas,Sum,-12.02,107.1,119.1,65.2
303,Lehigh,Pat,-12.15,98.2,110.4,68.0
304,Cal Poly,BW,-12.25,93.4,105.7,64.5
305,Grambling St.,SWAC,-12.34,93.8,106.2,69.2
306,Tennessee Martin,OVC,-12.35,96.5,108.8,68.8
307,Stetson,ASun,-12.53,96.7,109.2,65.6
308,South Carolina St.,MEAC,-12.59,93.4,106.0,69.9
309,Maryland Eastern Shore,MEAC,-12.67,91.0,103.7,67.5
310,Florida A&M,SWAC,-12.80,95.0,107.8,65.4
311,McNeese St.,Slnd,-12.88,97.9,110.7,69.6
312,UTSA,CUSA,-13.05,94.6,107.7,68.6
313,Alabama St.,SWAC,-13.24,97.2,110.5,69.3
314,Eastern Michigan,MAC,-13.26,94.1,107.4,69.1
315,Central Michigan,MAC,-13.33,96.6,110.0,67.4
316,Sacramento St.,BSky,-13.48,95.4,108.9,64.1
317,Alabama A&M,SWAC,-13.50,87.6,101.1,66.5
318,North Alabama,ASun,-13.60,90.4,104.0,67.6
319,Evansville,MVC,-13.85,93.0,106.8,64.0
320,Central Arkansas,ASun,-14.11,98.9,113.0,71.8
321,Sacred Heart,NEC,-14.28,101.4,115.7,67.3
322,St. Francis NY,NEC,-14.31,94.9,109.2,66.5
323,Idaho,BSky,-14.37,99.5,113.9,69.9
324,Lafayette,Pat,-14.50,97.3,111.8,64.6
325,St. Francis PA,NEC,-14.61,95.3,109.9,67.2
326,Little Rock,SB,-14.69,97.2,111.9,66.6
327,Western Michigan,MAC,-14.87,97.2,112.1,63.9
328,Robert Morris,Horz,-15.22,98.6,113.8,66.6
329,Hampton,BSth,-15.30,90.7,106.0,69.0
330,Northwestern St.,Slnd,-15.31,98.5,113.8,71.1
331,Cal St. Northridge,BW,-15.73,94.4,110.1,64.9
332,American,Pat,-16.28,94.5,110.8,64.8
333,Northern Arizona,BSky,-16.67,95.9,112.5,65.0
334,Bethune Cookman,SWAC,-16.74,93.2,110.0,65.7
335,Milwaukee,Horz,-17.04,91.9,109.0,66.8
336,Houston Baptist,Slnd,-17.08,95.4,112.4,68.7
337,Bucknell,Pat,-17.22,100.1,117.3,67.5
338,Idaho St.,BSky,-17.32,94.2,111.5,63.8
339,Chicago St.,WAC,-17.37,95.7,113.1,65.5
340,Southern Miss,CUSA,-17.77,94.2,112.0,67.0
341,William & Mary,CAA,-17.91,90.1,108.0,68.7
342,Nebraska Omaha,Sum,-18.14,98.2,116.3,69.8
343,NJIT,AE,-18.44,89.6,108.0,65.9
344,Green Bay,Horz,-18.53,92.1,110.6,64.6
345,North Dakota,Sum,-19.44,96.9,116.4,67.2
346,Central Connecticut,NEC,-19.81,91.6,111.4,64.5
347,Fairleigh Dickinson,NEC,-19.83,95.0,114.8,69.5
348,Lamar,WAC,-19.90,92.4,112.3,66.0
349,Holy Cross,Pat,-20.19,91.3,111.5,67.0
350,Charleston Southern,BSth,-20.51,92.3,112.8,68.8
351,Columbia,Ivy,-21.14,93.3,114.5,69.4
352,Arkansas Pine Bluff,SWAC,-21.49,98.0,119.4,67.0
353,Incarnate Word,Slnd,-21.85,95.0,116.8,64.6
354,Maine,AE,-22.20,92.4,114.6,66.1
355,Mississippi Valley St.,SWAC,-22.56,92.9,115.4,70.7
356,Delaware St.,MEAC,-24.30,86.3,110.6,68.3
357,Eastern Illinois,OVC,-25.38,83.5,108.9,64.6
358,IUPUI,Horz,-31.57,79.5,111.1,62.3
