Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
146,Drexel 16,CAA,1.62,107.1,105.5,64.2
147,Detroit,Horz,1.57,109.7,108.1,67.4
148,VMI,SC,1.48,107.8,106.4,70.2
149,Tulane,Amer,1.39,99.2,97.8,67.6
150,Old Dominion,CUSA,1.39,101.1,99.7,67.7
151,Cleveland St. 15,Horz,1.37,100.9,99.5,66.3
152,Oral Roberts 15,Sum,1.22,108.7,107.4,71.8
153,Georgia St.,SB,1.18,105.5,104.3,70.8
154,Santa Clara,WCC,1.02,99.8,98.8,70.7
155,Stephen F. Austin,Slnd,1.02,103.0,101.9,69.9
156,Chattanooga,SC,0.97,102.9,102.0,66.7
157,Kansas St.,B12,0.86,99.1,98.2,65.8
158,Navy,Pat,0.80,104.0,103.2,66.3
159,Jacksonville St.,OVC,0.78,105.0,104.2,66.1
160,New Mexico St.,WAC,0.68,103.6,102.9,65.0
161,Northern Iowa,MVC,0.50,103.2,102.7,69.1
162,Princeton,Ivy,0.46,104.0,103.6,66.9
163,Wyoming,MWC,0.41,109.2,108.8,69.3
164,Northeastern,CAA,0.40,98.6,98.2,67.3
165,East Carolina,Amer,0.36,99.1,98.8,68.2
166,UMBC,AE,0.32,100.7,100.4,67.9
167,UTSA,CUSA,0.26,106.2,106.0,72.1
168,Murray St.,OVC,0.18,103.3,103.2,66.5
169,UNLV,MWC,0.01,104.0,104.0,66.4
170,Wake Forest,ACC,-0.06,101.4,101.5,67.3
171,James Madison,CAA,-0.17,103.5,103.7,72.1
172,Eastern Kentucky,OVC,-0.17,101.1,101.2,75.1
173,Washington,P12,-0.25,101.9,102.2,71.3
174,Bryant,NEC,-0.28,103.7,104.0,73.6
175,Coastal Carolina,SB,-0.37,100.2,100.6,70.9
176,South Dakota,Sum,-0.41,106.5,106.9,69.2
177,South Florida,Amer,-0.64,100.2,100.8,67.0
178,Iowa St.,B12,-0.70,99.8,100.5,70.2
179,Gardner Webb,BSth,-0.77,104.5,105.3,67.0
180,Harvard,Ivy,-0.87,101.9,102.8,68.4
181,Iona 15,MAAC,-1.04,100.4,101.4,68.3
182,Florida Atlantic,CUSA,-1.14,101.7,102.9,68.4
183,Bellarmine,ASun,-1.25,107.4,108.6,64.7
184,Sam Houston St.,Slnd,-1.31,100.9,102.2,71.2
185,Texas St.,SB,-1.49,99.2,100.7,62.8
186,Siena,MAAC,-1.79,99.7,101.5,66.5
187,Fresno St.,MWC,-1.88,99.9,101.8,66.1
188,Hofstra,CAA,-1.99,105.9,107.9,68.4
189,Army,Pat,-2.27,98.7,100.9,68.4
190,Rice,CUSA,-2.40,103.8,106.2,69.6
191,Valparaiso,MVC,-2.65,96.5,99.2,67.3
192,Hartford 16,AE,-2.73,97.5,100.2,66.7
193,Southern Illinois,MVC,-2.84,99.8,102.7,66.5
194,La Salle,A10,-2.97,102.1,105.0,68.8
195,Northern Kentucky,Horz,-3.17,104.2,107.3,65.0
196,Hawaii,BW,-3.24,101.0,104.2,67.2
197,Saint Joseph's,A10,-3.24,101.4,104.6,72.3
198,Illinois St.,MVC,-3.38,98.6,102.0,69.3
199,Elon,CAA,-3.61,96.8,100.4,66.8
200,Norfolk St. 16,MEAC,-3.74,100.6,104.4,67.7
201,Nicholls St.,Slnd,-3.85,99.9,103.8,71.9
202,Montana,BSky,-3.85,98.0,101.9,66.0
203,Evansville,MVC,-3.97,105.7,109.6,62.3
204,San Diego,WCC,-3.98,96.9,100.9,70.5
205,Milwaukee,Horz,-4.04,102.2,106.2,70.1
206,Louisiana,SB,-4.10,100.1,104.2,71.3
207,Oakland,Horz,-4.23,104.2,108.4,70.0
208,Campbell,BSth,-4.27,102.9,107.2,64.2
209,Appalachian St. 16,SB,-4.34,99.4,103.7,65.7
210,Loyola MD,Pat,-4.34,97.0,101.3,68.7
211,Utah Valley,WAC,-4.55,100.0,104.6,70.5
212,Wagner,NEC,-4.60,101.2,105.8,65.8
213,Penn,Ivy,-4.70,100.3,105.0,69.5
214,Austin Peay,OVC,-4.74,103.9,108.6,67.1
215,Cornell,Ivy,-4.76,101.4,106.2,67.1
216,The Citadel,SC,-4.81,103.9,108.8,74.5
217,South Alabama,SB,-4.85,103.0,107.9,66.9
218,UMKC,Sum,-4.90,95.5,100.4,62.9
219,Mount St. Mary's 16,NEC,-5.01,95.4,100.4,62.2
220,Saint Peter's,MAAC,-5.02,90.5,95.5,67.0
221,Morgan St.,MEAC,-5.12,99.8,104.9,72.2
222,UC Davis,BW,-5.25,97.3,102.6,69.5
223,George Washington,A10,-5.44,101.9,107.3,68.1
224,Montana St.,BSky,-5.45,98.7,104.2,68.6
225,Delaware,CAA,-5.54,97.2,102.7,66.8
226,Charleston,CAA,-5.80,102.3,108.1,63.8
227,Monmouth,MAAC,-5.86,98.9,104.8,74.5
228,UMass Lowell,AE,-5.95,99.7,105.7,69.3
229,Texas Southern 16,SWAC,-6.05,99.0,105.0,72.0
230,Stony Brook,AE,-6.20,94.7,100.9,66.7
231,Seattle,WAC,-6.29,97.8,104.1,69.0
232,Youngstown St.,Horz,-6.29,102.5,108.8,67.9
233,Charlotte,CUSA,-6.36,97.2,103.5,63.0
234,Albany,AE,-6.50,97.3,103.8,69.9
235,Radford,BSth,-6.69,97.7,104.4,63.8
236,UNC Asheville,BSth,-6.69,100.7,107.4,68.5
237,Western Carolina,SC,-6.73,99.9,106.6,70.8
238,Longwood,BSth,-6.75,98.0,104.8,65.3
239,UNC Wilmington,CAA,-6.96,102.1,109.0,69.3
240,Little Rock,SB,-6.98,98.1,105.1,67.3
241,UC San Diego,BW,-7.06,101.2,108.2,70.0
242,Lipscomb,ASun,-7.11,100.5,107.6,66.4
243,Cal Baptist,WAC,-7.18,103.8,110.9,70.8
244,Brown,Ivy,-7.26,95.3,102.5,70.0
245,Green Bay,Horz,-7.29,102.7,110.0,66.3
246,Prairie View A&M,SWAC,-7.32,94.1,101.4,69.5
247,Northern Colorado,BSky,-7.34,98.2,105.6,68.1
248,Stetson,ASun,-7.35,101.0,108.3,68.7
249,Niagara,MAAC,-7.48,99.7,107.2,64.8
250,Canisius,MAAC,-7.51,99.1,106.7,70.9
251,Arkansas St.,SB,-8.00,99.0,107.0,67.9
252,Long Beach St.,BW,-8.03,97.0,105.0,74.1
253,Boston University,Pat,-8.04,100.5,108.6,65.9
254,UT Arlington,SB,-8.04,98.0,106.0,69.6
255,Southern Miss,CUSA,-8.31,92.8,101.1,67.7
256,IUPUI,Horz,-8.40,96.5,104.9,72.4
257,Lafayette,Pat,-8.44,103.1,111.5,68.9
258,Portland St.,BSky,-8.54,92.2,100.7,69.6
259,Cal St. Fullerton,BW,-8.88,101.0,109.9,72.1
260,Sacramento St.,BSky,-8.96,101.8,110.7,65.6
261,American,Pat,-9.11,96.6,105.7,67.8
262,Samford,SC,-9.24,96.4,105.7,73.0
263,LIU,NEC,-9.25,93.8,103.0,74.0
264,Marist,MAAC,-9.41,91.6,101.0,66.4
265,New Hampshire,AE,-9.41,96.0,105.4,66.8
266,Tarleton St.,WAC,-9.44,96.6,106.1,64.7
267,Western Michigan,MAC,-9.46,95.1,104.5,66.3
268,Idaho St.,BSky,-9.76,93.0,102.7,64.5
269,Southeast Missouri St.,OVC,-9.76,95.5,105.3,68.7
270,Georgia Southern,SB,-9.79,93.9,103.7,67.0
271,Purdue Fort Wayne,Horz,-9.91,100.7,110.6,69.9
272,Jackson St.,SWAC,-10.08,87.8,97.8,68.7
273,Cal St. Northridge,BW,-10.10,100.8,110.9,70.4
274,Bucknell,Pat,-10.11,97.4,107.5,72.2
275,Central Michigan,MAC,-10.15,100.4,110.6,72.4
276,Dartmouth,Ivy,-10.26,94.9,105.2,66.9
277,Merrimack,NEC,-10.29,91.1,101.4,66.8
278,Eastern Michigan,MAC,-10.48,97.3,107.8,68.4
279,Illinois Chicago,Horz,-10.49,93.5,103.9,68.5
280,Florida A&M,MEAC,-10.59,90.2,100.8,68.7
281,High Point,BSth,-10.74,96.2,106.9,66.4
282,Columbia,Ivy,-10.81,94.7,105.5,69.2
283,North Alabama,ASun,-10.85,94.2,105.1,70.9
284,Quinnipiac,MAAC,-10.90,89.5,100.4,72.2
285,North Carolina A&T,MEAC,-10.92,95.4,106.3,70.9
286,New Orleans,Slnd,-11.00,97.1,108.1,72.7
287,Coppin St.,MEAC,-11.08,90.9,102.0,77.1
288,Florida Gulf Coast,ASun,-11.19,93.1,104.3,70.9
289,New Mexico,MWC,-11.33,91.7,103.0,68.1
290,Fairleigh Dickinson,NEC,-11.36,101.1,112.4,71.0
291,St. Francis NY,NEC,-11.39,101.3,112.7,72.8
292,UT Rio Grande Valley,WAC,-11.41,91.4,102.8,69.9
293,North Dakota,Sum,-11.48,96.9,108.4,67.4
294,Robert Morris,Horz,-11.54,98.3,109.9,67.5
295,Holy Cross,Pat,-11.68,97.4,109.1,69.5
296,NJIT,AE,-11.72,94.1,105.9,68.5
297,FIU,CUSA,-11.77,97.2,108.9,70.6
298,Towson,CAA,-11.82,99.2,111.0,66.1
299,William & Mary,CAA,-11.87,94.9,106.8,68.4
300,Fordham,A10,-12.12,86.6,98.7,64.0
301,Jacksonville,ASun,-12.20,93.2,105.4,67.9
302,St. Francis PA,NEC,-12.22,95.0,107.2,68.9
303,Louisiana Monroe,SB,-12.35,93.0,105.4,67.4
304,Western Illinois,Sum,-12.35,97.3,109.7,71.8
305,Troy,SB,-12.36,92.1,104.4,68.6
306,Middle Tennessee,CUSA,-12.60,91.1,103.7,69.5
307,North Florida,ASun,-12.61,101.4,114.0,66.8
308,Fairfield,MAAC,-12.67,94.7,107.4,64.6
309,Eastern Illinois,OVC,-12.86,95.5,108.4,69.2
310,Lamar,Slnd,-13.04,92.7,105.8,67.8
311,Southern,SWAC,-13.31,91.0,104.4,70.9
312,Nebraska Omaha,Sum,-13.37,93.8,107.1,71.0
313,Tennessee Tech,OVC,-13.48,96.1,109.6,69.1
314,Howard,MEAC,-13.60,98.3,111.9,69.9
315,Manhattan,MAAC,-13.94,89.5,103.4,67.3
316,Rider,MAAC,-13.96,99.4,113.4,67.9
317,Sacred Heart,NEC,-14.19,98.6,112.8,66.5
318,Tennessee St.,OVC,-14.25,90.3,104.5,71.5
319,USC Upstate,BSth,-14.30,94.8,109.1,68.6
320,SIU Edwardsville,OVC,-14.46,92.6,107.1,68.5
321,Northwestern St.,Slnd,-14.61,96.4,111.0,71.1
322,Binghamton,AE,-14.91,97.1,112.1,66.2
323,Grambling St.,SWAC,-14.99,91.5,106.5,70.1
324,Presbyterian,BSth,-15.06,90.7,105.7,66.0
325,Hampton,BSth,-15.25,94.9,110.2,70.7
326,Northern Arizona,BSky,-15.51,97.7,113.2,64.2
327,North Carolina Central,MEAC,-15.85,93.3,109.1,66.3
328,Portland,WCC,-15.98,96.1,112.1,71.4
329,Air Force,MWC,-16.00,94.5,110.5,63.1
330,San Jose St.,MWC,-16.20,95.8,112.0,72.1
331,Dixie St.,WAC,-16.43,90.8,107.2,73.4
332,Central Arkansas,Slnd,-16.57,97.1,113.7,71.1
333,Lehigh,Pat,-16.74,91.8,108.5,70.3
334,Cal Poly,BW,-16.87,89.4,106.2,67.1
335,Northern Illinois,MAC,-17.01,93.6,110.6,65.7
336,Kennesaw St.,ASun,-17.93,87.3,105.2,69.7
337,Charleston Southern,BSth,-18.08,89.9,108.0,69.9
338,Southeastern Louisiana,Slnd,-18.21,92.6,110.8,68.9
339,Central Connecticut,NEC,-18.34,92.9,111.2,70.6
340,McNeese St.,Slnd,-18.97,95.5,114.5,68.8
341,Houston Baptist,Slnd,-19.22,92.1,111.3,72.9
342,Incarnate Word,Slnd,-19.29,93.2,112.5,64.9
343,Denver,Sum,-19.52,93.4,112.9,71.2
344,Maine,AE,-19.60,85.9,105.4,64.9
345,Texas A&M Corpus Chris,Slnd,-19.70,89.0,108.7,69.9
346,Alcorn St.,SWAC,-19.71,90.5,110.2,69.7
347,Tennessee Martin,OVC,-20.69,92.3,113.0,67.7
348,Alabama A&M,SWAC,-21.44,84.4,105.8,67.8
349,Bethune Cookman,MEAC,-22.09,90.2,112.3,72.6
350,Delaware St.,MEAC,-23.96,90.8,114.8,73.6
351,Arkansas Pine Bluff,SWAC,-24.05,90.8,114.8,67.3
352,Idaho,BSky,-24.41,89.7,114.1,67.1
353,South Carolina St.,MEAC,-24.96,87.0,112.0,72.0
354,Alabama St.,SWAC,-26.52,83.9,110.5,71.1
355,Maryland Eastern Shore,MEAC,-27.16,84.0,111.1,68.1
356,Chicago St.,WAC,-29.40,88.3,117.7,67.8
357,Mississippi Valley St.,SWAC,-41.92,79.0,120.9,71.4
