Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT
41,Florida Atlantic 8,Amer,16.23,118.9,102.7,68.1
42,Washington St. 7,P12,16.22,113.4,97.2,64.8
43,Oklahoma,B12,16.12,114.3,98.2,67.0
44,Texas A&M 9,SEC,16.11,116.0,99.9,65.8
45,Indiana St.,MVC,16.10,118.3,102.2,70.5
46,Northwestern 9,B10,15.91,116.6,100.7,63.7
47,Ohio St.,B10,15.59,115.7,100.1,65.4
48,Utah St. 8,MWC,15.11,115.6,100.5,68.5
49,South Carolina 6,SEC,15.06,114.7,99.6,62.9
50,Utah,P12,14.81,113.9,99.1,69.6
51,Drake 10,MVC,14.71,115.6,100.9,67.8
52,Iowa,B10,14.02,119.2,105.2,71.3
53,Grand Canyon 12,WAC,13.91,113.5,99.6,68.1
54,Providence,BE,13.60,109.1,95.5,67.7
55,Oregon 11,P12,13.43,114.0,100.6,67.2
56,Xavier,BE,13.43,112.7,99.3,71.0
57,Virginia Tech,ACC,13.23,115.9,102.7,67.4
58,N.C. State 11,ACC,13.06,114.4,101.3,68.1
59,James Madison 12,SB,12.90,113.9,101.0,69.5
60,McNeese St. 12,Slnd,12.86,114.0,101.2,65.6
61,UCF,B12,12.84,107.7,94.8,68.3
62,Seton Hall,BE,12.68,112.3,99.6,66.0
63,Washington,P12,12.67,115.1,102.4,71.1
64,Bradley,MVC,12.44,112.4,100.0,66.2
65,Maryland,B10,12.42,107.1,94.7,65.4
66,Princeton,Ivy,12.35,117.1,104.7,65.0
67,Butler,BE,12.25,113.0,100.8,68.4
68,Kansas St.,B12,12.08,108.4,96.4,67.3
69,Virginia 10,ACC,12.07,105.4,93.3,59.9
70,San Francisco,WCC,11.45,110.4,98.9,67.2
71,SMU,Amer,11.23,111.2,100.0,67.4
72,UNLV,MWC,10.89,112.3,101.4,64.9
73,North Texas,Amer,10.89,109.7,98.8,61.4
74,Memphis,Amer,10.54,113.1,102.5,71.5
75,Boston College,ACC,10.49,113.2,102.7,67.0
76,UC Irvine,BW,10.35,109.4,99.1,68.4
77,Penn St.,B10,10.34,111.4,101.1,69.7
78,Minnesota,B10,10.16,114.0,103.9,66.5
79,Appalachian St.,SB,10.14,108.3,98.1,66.7
80,VCU,A10,10.02,109.3,99.2,65.2
81,Samford 13,SC,9.79,113.1,103.3,72.5
82,Richmond,A10,9.57,107.5,97.9,66.8
83,Florida St.,ACC,9.49,110.5,101.0,71.0
84,Yale 13,Ivy,9.47,110.8,101.4,64.5
85,USC,P12,9.42,110.3,100.9,68.0
86,Duquesne 11,A10,9.37,106.9,97.6,66.3
87,Mississippi,SEC,9.31,114.0,104.7,66.8
88,Syracuse,ACC,9.28,111.0,101.7,70.6
89,South Florida,Amer,9.13,110.4,101.3,68.0
90,Georgia,SEC,9.05,109.6,100.5,68.3
91,LSU,SEC,8.72,110.1,101.4,69.6
92,Loyola Chicago,A10,8.69,105.6,96.9,68.6
93,Indiana,B10,8.68,109.7,101.0,68.4
94,Massachusetts,A10,8.58,111.8,103.2,68.1
95,Louisiana Tech,CUSA,8.32,108.7,100.4,65.7
96,George Mason,A10,8.18,109.5,101.3,63.6
97,UCLA,P12,7.71,107.2,99.5,63.0
98,Charleston 13,CAA,7.61,113.7,106.1,69.8
99,Saint Joseph's,A10,7.52,110.8,103.3,68.3
100,Rutgers,B10,7.49,99.2,91.8,67.8
101,St. Bonaventure,A10,7.45,111.6,104.2,65.5
102,Miami FL,ACC,7.44,110.8,103.3,68.5
103,Cornell,Ivy,7.12,113.1,106.0,71.3
104,Vermont 13,AE,6.98,107.1,100.1,63.2
105,Stanford,P12,6.42,110.4,103.9,69.5
106,UAB 12,Amer,6.28,113.7,107.4,67.8
107,Arkansas,SEC,5.81,110.0,104.2,70.7
108,Western Carolina,SC,5.68,109.2,103.6,66.8
109,Santa Clara,WCC,5.61,109.8,104.2,69.1
110,Northern Iowa,MVC,5.54,109.2,103.7,66.6
111,Morehead St. 14,OVC,5.47,109.0,103.5,64.2
112,High Point,BSth,5.40,115.9,110.5,68.5
113,Belmont,MVC,5.34,109.4,104.0,71.2
114,Hofstra,CAA,5.34,108.5,103.2,65.6
115,Oklahoma St.,B12,5.33,109.0,103.7,67.0
116,Akron 14,MAC,4.93,107.0,102.0,65.9
117,UT Arlington,WAC,4.91,109.1,104.2,71.0
118,UNC Wilmington,CAA,4.83,113.3,108.5,65.2
119,Charlotte,Amer,4.71,108.7,104.0,62.4
120,Seattle,WAC,4.54,105.3,100.7,66.7
121,UC San Diego,BW,4.53,111.9,107.3,65.3
122,Southern Illinois,MVC,4.52,109.3,104.8,64.4
123,California,P12,4.49,109.0,104.5,68.4
124,Drexel,CAA,4.29,108.3,104.0,64.4
125,Davidson,A10,4.27,105.6,101.3,65.5
126,Notre Dame,ACC,4.24,102.8,98.6,64.2
127,Michigan,B10,3.82,110.5,106.7,67.4
128,Georgia Tech,ACC,3.78,108.9,105.2,67.5
129,Arizona St.,P12,3.76,103.9,100.2,69.1
130,Troy,SB,3.73,107.2,103.5,69.6
131,Arkansas St.,SB,3.32,113.6,110.3,67.8
132,Western Kentucky 15,CUSA,3.06,105.6,102.5,75.1
133,Youngstown St.,Horz,3.00,108.2,105.2,68.8
134,South Dakota St. 15,Sum,2.99,108.7,105.7,67.9
135,Tarleton St.,WAC,2.84,108.9,106.1,66.5
136,Tulane,Amer,2.82,110.8,108.0,72.6
137,Oakland 14,Horz,2.82,108.6,105.8,66.7
138,Liberty,CUSA,2.71,109.1,106.4,64.5
139,Toledo,MAC,2.69,112.8,110.1,69.3
140,Chattanooga,SC,2.49,110.4,107.9,66.9
141,Furman,SC,2.35,109.9,107.6,68.7
142,Sam Houston St.,CUSA,2.30,106.0,103.7,67.4
143,Ohio,MAC,2.30,109.1,106.8,67.3
144,West Virginia,B12,2.29,108.4,106.1,68.4
145,Colgate 14,Pat,2.15,104.7,102.5,66.2
146,St. Thomas,Sum,1.86,107.7,105.8,62.9
147,Towson,CAA,1.83,103.5,101.7,62.2
148,UNC Greensboro,SC,1.71,109.2,107.5,64.7
149,Eastern Washington,BSky,1.68,112.1,110.4,70.4
150,Missouri,SEC,1.68,108.5,106.8,66.6
151,Missouri St.,MVC,1.66,104.5,102.9,67.7
152,Louisiana,SB,1.52,105.9,104.4,68.7
153,UMass Lowell,AE,1.43,106.2,104.8,70.0
154,Weber St.,BSky,1.35,108.8,107.4,65.5
155,Wichita St.,Amer,1.21,104.7,103.5,67.9
156,Wyoming,MWC,1.00,108.7,107.7,67.1
157,Longwood 16,BSth,0.96,105.7,104.8,66.8
158,Montana,BSky,0.95,111.7,110.7,66.2
159,Oregon St.,P12,0.84,106.9,106.1,65.1
160,Purdue Fort Wayne,Horz,0.82,105.2,104.4,70.5
161,Wright St.,Horz,0.76,115.9,115.2,71.4
162,Murray St.,MVC,0.65,107.5,106.8,64.3
163,Long Beach St. 15,BW,-0.02,107.7,107.8,71.3
164,UNC Asheville,BSth,-0.07,107.5,107.6,68.1
165,Lipscomb,ASun,-0.18,112.0,112.2,69.0
166,Fairfield,MAAC,-0.28,108.8,109.1,68.3
167,Hawaii,BW,-0.34,104.9,105.2,66.1
168,Quinnipiac,MAAC,-0.36,106.0,106.3,71.3
169,Delaware,CAA,-0.57,105.0,105.6,67.4
170,Utah Valley,WAC,-0.58,99.9,100.5,67.6
171,Stony Brook,CAA,-0.59,106.4,107.0,67.4
172,Kent St.,MAC,-0.67,106.1,106.8,66.5
173,Bryant,AE,-0.78,101.1,101.9,74.1
174,UC Davis,BW,-0.80,102.4,103.2,67.1
175,East Tennessee St.,SC,-1.01,103.4,104.4,67.0
176,Winthrop,BSth,-1.09,106.9,108.0,66.9
177,Stephen F. Austin,WAC,-1.10,101.7,102.8,69.2
178,Texas A&M Corpus Chris,Slnd,-1.17,100.9,102.1,68.8
179,UTEP,CUSA,-1.19,98.4,99.6,69.7
180,Illinois St.,MVC,-1.79,102.6,104.4,63.6
181,Texas St.,SB,-1.80,100.6,102.4,66.3
182,Temple,Amer,-2.17,102.6,104.7,66.8
183,Tulsa,Amer,-2.20,103.0,105.2,70.4
184,Little Rock,OVC,-2.20,107.0,109.2,68.6
185,Brown,Ivy,-2.23,104.4,106.6,67.1
186,Northern Kentucky,Horz,-2.31,103.2,105.5,68.0
187,Saint Peter's 15,MAAC,-2.32,98.6,100.9,64.0
188,Vanderbilt,SEC,-2.33,105.2,107.5,65.6
189,Cleveland St.,Horz,-2.36,107.8,110.2,67.2
190,East Carolina,Amer,-2.38,104.9,107.3,64.9
191,Fordham,A10,-2.44,101.2,103.6,68.6
192,Loyola Marymount,WCC,-2.58,108.2,110.8,64.6
193,Wofford,SC,-2.60,107.5,110.1,65.5
194,Illinois Chicago,MVC,-2.67,100.9,103.6,68.1
195,La Salle,A10,-2.75,106.0,108.8,66.5
196,Monmouth,CAA,-2.76,105.7,108.5,67.7
197,Northern Colorado,BSky,-2.83,109.4,112.2,69.9
198,Saint Louis,A10,-2.86,111.4,114.2,69.3
199,Jacksonville St.,CUSA,-2.89,102.0,104.9,64.7
200,Louisville,ACC,-3.02,105.2,108.3,69.7
201,Cal Baptist,WAC,-3.05,102.9,105.9,63.5
202,Georgetown,BE,-3.08,110.2,113.3,66.5
203,UC Santa Barbara,BW,-3.35,106.3,109.7,67.2
204,George Washington,A10,-3.36,107.3,110.6,69.7
205,Gardner Webb,BSth,-3.47,102.4,105.8,69.3
206,Lamar,Slnd,-3.57,104.5,108.1,68.2
207,Evansville,MVC,-3.65,103.1,106.7,68.5
208,Rhode Island,A10,-3.80,106.7,110.5,68.6
209,Marist,MAAC,-3.84,97.1,100.9,64.7
210,Penn,Ivy,-3.85,109.4,113.2,65.4
211,Eastern Kentucky,ASun,-3.86,107.0,110.9,68.7
212,UMKC,Sum,-3.87,101.4,105.2,66.5
213,Montana St. 16,BSky,-3.90,103.3,107.2,68.8
214,Mercer,SC,-4.01,104.4,108.4,66.0
215,Merrimack,NEC,-4.01,96.9,100.9,67.3
216,UC Riverside,BW,-4.01,104.8,108.8,67.0
217,Tennessee Martin,OVC,-4.10,106.6,110.7,72.8
218,Stetson 16,ASun,-4.10,110.3,114.4,66.2
219,Georgia St.,SB,-4.12,105.8,109.9,67.9
220,Abilene Christian,WAC,-4.19,101.5,105.7,68.4
221,Rider,MAAC,-4.36,103.0,107.3,67.9
222,South Alabama,SB,-4.47,104.5,108.9,68.2
223,Iona,MAAC,-4.55,103.7,108.2,66.9
224,Milwaukee,Horz,-4.62,107.9,112.5,70.0
225,Austin Peay,ASun,-4.74,109.0,113.7,64.3
226,Pepperdine,WCC,-4.75,106.2,110.9,67.3
227,Harvard,Ivy,-4.76,102.1,106.9,67.4
228,Radford,BSth,-4.92,107.3,112.3,63.4
229,Nicholls St.,Slnd,-4.94,104.7,109.6,66.1
230,Rice,Amer,-5.00,106.6,111.6,65.8
231,Green Bay,Horz,-5.08,103.9,109.0,63.6
232,Maine,AE,-5.09,97.3,102.4,65.4
233,Cal St. Fullerton,BW,-5.15,100.2,105.4,66.3
234,Cal St. Northridge,BW,-5.20,100.2,105.4,72.5
235,Columbia,Ivy,-5.22,106.8,112.0,68.5
236,Norfolk St.,MEAC,-5.25,103.4,108.6,66.4
237,North Dakota,Sum,-5.28,105.4,110.7,66.6
238,Fresno St.,MWC,-5.30,103.6,108.9,65.5
239,Marshall,SB,-5.39,101.5,106.8,70.3
240,North Florida,ASun,-5.43,107.2,112.6,67.0
241,Bowling Green,MAC,-5.46,102.4,107.9,67.5
242,Florida Gulf Coast,ASun,-5.47,103.3,108.8,63.7
243,Southern Miss,SB,-5.63,101.3,107.0,67.9
244,Albany,AE,-5.71,105.3,111.0,73.0
245,New Hampshire,AE,-5.85,100.0,105.9,71.3
246,Cal St. Bakersfield,BW,-5.87,101.2,107.1,64.7
247,San Jose St.,MWC,-5.92,105.9,111.8,65.7
248,Portland St.,BSky,-5.94,99.7,105.6,69.2
249,Mount St. Mary's,MAAC,-6.00,102.5,108.5,69.0
250,North Alabama,ASun,-6.10,105.8,111.9,67.8
251,Southern Utah,WAC,-6.18,105.8,112.0,69.5
252,Northeastern,CAA,-6.24,105.3,111.5,65.7
253,UTSA,Amer,-6.64,107.0,113.7,70.4
254,North Carolina Central,MEAC,-6.65,104.9,111.6,66.5
255,Idaho St.,BSky,-6.71,103.4,110.1,63.9
256,Miami OH,MAC,-6.83,99.8,106.6,67.3
257,Nebraska Omaha,Sum,-6.88,104.1,111.0,67.3
258,The Citadel,SC,-7.05,103.0,110.0,65.4
259,San Diego,WCC,-7.06,100.5,107.5,71.0
260,Air Force,MWC,-7.19,105.9,113.1,61.8
261,Lehigh,Pat,-7.28,99.6,106.9,69.9
262,Central Connecticut,NEC,-7.38,101.1,108.4,66.8
263,Kennesaw St.,ASun,-7.38,105.3,112.7,74.0
264,Denver,Sum,-7.69,107.9,115.5,70.3
265,Southern,SWAC,-7.69,97.1,104.8,67.4
266,Ball St.,MAC,-7.75,103.0,110.7,66.8
267,Grambling St. 16,SWAC,-7.81,99.3,107.1,64.8
268,Queens,ASun,-7.81,104.0,111.8,72.6
269,Niagara,MAAC,-7.87,103.4,111.2,67.3
270,Western Illinois,OVC,-7.88,97.9,105.8,64.6
271,Jacksonville,ASun,-8.09,101.1,109.2,65.5
272,Presbyterian,BSth,-8.10,103.4,111.5,67.2
273,UMBC,AE,-8.23,105.1,113.3,73.0
274,Canisius,MAAC,-8.25,100.2,108.5,66.8
275,Bucknell,Pat,-8.26,100.4,108.6,64.7
276,Howard 16,MEAC,-8.26,105.5,113.8,67.5
277,Texas Southern,SWAC,-8.30,98.5,106.8,67.8
278,North Dakota St.,Sum,-8.31,104.0,112.4,65.5
279,Central Michigan,MAC,-8.35,96.6,105.0,65.0
280,Georgia Southern,SB,-8.50,104.8,113.3,68.9
281,Oral Roberts,Sum,-8.64,103.6,112.2,67.6
282,Middle Tennessee,CUSA,-8.79,98.1,106.9,65.4
283,Binghamton,AE,-8.85,102.5,111.4,66.2
284,FIU,CUSA,-9.06,101.6,110.7,70.2
285,Utah Tech,WAC,-9.28,99.6,108.8,70.3
286,SIU Edwardsville,OVC,-9.51,101.4,110.9,67.0
287,Old Dominion,SB,-9.71,99.0,108.7,70.0
288,USC Upstate,BSth,-9.86,100.0,109.9,67.0
289,Tennessee St.,OVC,-9.86,99.0,108.8,68.3
290,New Mexico St.,CUSA,-9.90,99.3,109.2,66.1
291,Delaware St.,MEAC,-10.04,95.7,105.8,68.5
292,Sacred Heart,NEC,-10.04,102.1,112.2,69.2
293,Wagner 16,NEC,-10.09,95.8,105.9,61.3
294,American,Pat,-10.25,103.6,113.8,62.7
295,Boston University,Pat,-10.31,98.4,108.7,65.7
296,Louisiana Monroe,SB,-10.50,100.1,110.6,67.2
297,Alcorn St.,SWAC,-10.61,106.2,116.8,66.4
298,Valparaiso,MVC,-10.76,100.3,111.0,67.9
299,Portland,WCC,-10.77,103.4,114.1,67.4
300,Le Moyne,NEC,-10.91,100.1,111.0,67.2
301,South Carolina St.,MEAC,-10.94,99.1,110.1,68.5
302,Chicago St.,ind,-11.06,98.9,109.9,64.4
303,Southeastern Louisiana,Slnd,-11.11,99.0,110.1,64.7
304,Western Michigan,MAC,-11.29,100.0,111.3,68.4
305,Northern Illinois,MAC,-11.52,102.2,113.8,68.0
306,Robert Morris,Horz,-11.58,101.7,113.3,66.9
307,DePaul,BE,-11.67,101.2,112.8,67.5
308,Bethune Cookman,SWAC,-11.82,97.4,109.3,69.4
309,Jackson St.,SWAC,-12.09,100.4,112.5,68.4
310,Northern Arizona,BSky,-12.16,99.1,111.3,68.2
311,Campbell,CAA,-12.27,100.7,112.9,66.5
312,Sacramento St.,BSky,-12.55,98.3,110.9,63.9
313,Coastal Carolina,SB,-12.66,99.5,112.2,69.4
314,Alabama St.,SWAC,-12.73,92.9,105.7,67.1
315,Bellarmine,ASun,-12.85,100.4,113.2,64.8
316,Charleston Southern,BSth,-13.03,95.5,108.5,66.8
317,Elon,CAA,-13.25,101.9,115.1,67.4
318,Lafayette,Pat,-13.31,93.7,107.0,65.2
319,William & Mary,CAA,-13.51,100.7,114.2,65.8
320,Eastern Illinois,OVC,-13.58,96.2,109.8,66.6
321,Idaho,BSky,-13.66,98.5,112.1,64.8
322,South Dakota,Sum,-13.82,103.1,117.0,68.6
323,Navy,Pat,-14.12,96.9,111.0,65.4
324,Northwestern St.,Slnd,-14.49,97.8,112.3,67.3
325,Eastern Michigan,MAC,-15.01,96.9,111.9,65.2
326,Fairleigh Dickinson,NEC,-15.29,98.0,113.3,72.1
327,Alabama A&M,SWAC,-15.45,93.6,109.0,70.3
328,Southern Indiana,OVC,-15.79,96.1,111.9,68.9
329,Texas A&M Commerce,Slnd,-16.31,94.9,111.2,66.1
330,UT Rio Grande Valley,WAC,-16.43,95.3,111.8,71.2
331,Tennessee Tech,OVC,-16.59,96.3,112.9,65.5
332,Morgan St.,MEAC,-16.83,97.4,114.2,70.7
333,Dartmouth,Ivy,-16.89,93.3,110.2,65.0
334,NJIT,AE,-16.92,97.5,114.4,66.2
335,Prairie View A&M,SWAC,-16.95,94.5,111.5,70.6
336,Arkansas Pine Bluff,SWAC,-17.14,102.0,119.2,71.8
337,Manhattan,MAAC,-17.18,95.3,112.5,68.0
338,Cal Poly,BW,-17.57,94.7,112.2,65.8
339,Central Arkansas,ASun,-17.72,97.3,115.0,69.1
340,New Orleans,Slnd,-17.92,98.0,115.9,71.4
341,Hampton,CAA,-17.98,94.5,112.5,69.6
342,Florida A&M,SWAC,-18.12,93.2,111.3,68.2
343,Incarnate Word,Slnd,-18.71,96.6,115.3,69.9
344,LIU,NEC,-18.82,93.3,112.2,70.2
345,Army,Pat,-18.83,90.9,109.8,63.0
346,North Carolina A&T,CAA,-19.44,96.0,115.4,67.6
347,Buffalo,MAC,-19.55,95.4,115.0,69.0
348,Holy Cross,Pat,-19.57,100.8,120.4,65.7
349,Maryland Eastern Shore,MEAC,-19.83,89.7,109.5,67.0
350,Loyola MD,Pat,-20.11,93.4,113.5,65.6
351,Detroit Mercy,Horz,-20.61,96.8,117.4,66.7
352,Southeast Missouri St.,OVC,-21.17,91.3,112.5,69.0
353,Houston Christian,Slnd,-21.98,96.8,118.7,71.3
354,VMI,SC,-22.04,89.2,111.2,74.6
355,Saint Francis,NEC,-22.23,94.4,116.7,65.3
356,Lindenwood,OVC,-22.36,91.8,114.2,67.0
357,Siena,MAAC,-22.52,90.6,113.2,65.9
358,Stonehill,NEC,-22.89,91.9,114.8,67.6
359,Pacific,WCC,-22.91,95.2,118.2,68.2
360,IUPUI,Horz,-25.63,92.1,117.7,67.3
361,Coppin St.,MEAC,-25.86,85.6,111.5,66.0
362,Mississippi Valley St.,SWAC,-31.26,85.3,116.6,64.6
